#name name2
NM_132110.2 ND-ASHI
NM_132111.3 l(1)G0255
NM_167081.3 l(1)G0255
NM_167082.4 CG4095
NM_001298024.1 CG44303
NM_132113.4 CG3184
NM_132114.2 CG14442
NM_001169210.2 CG14442
NM_001298025.1 CG14442
NM_001298027.1 CG14442
NM_001298026.1 CG14442
NM_132115.3 CG14440
NM_001272358.1 CG14440
NM_001272360.2 CG14441
NM_001272361.2 CG14441
NM_132116.4 CG14441
NM_001272359.2 CG14441
NM_001298031.1 CG3168
NM_001298030.1 CG3168
NM_167085.3 CG3168
NM_001298029.1 CG3168
NM_132117.2 CG3168
NM_001298028.1 CG3168
NM_167086.2 CG3168
NR_047772.1 CR43461
NM_001298032.1 RpL17
NM_167087.1 RpL17
NM_132118.3 RpL17
NM_167089.2 RpL17
NM_167088.2 RpL17
NR_002463.2 snoRNA:Psi28S-3436b
NR_002464.2 snoRNA:Psi28S-3436a
NR_003729.1 snoRNA:Psi28S-1060
NR_003730.1 snoRNA:Psi28S-1232
NR_123814.1 CR44895
NR_123815.1 CR44964
NM_132119.3 CG14439
NM_001201622.2 CG14439
NM_001201621.2 CG14439
NM_132120.2 CG14438
NR_047774.1 CR43496
NR_047773.1 CR43496
NM_001298033.1 CG14438
NM_167090.2 CG14438
NM_143710.3 COQ7
NM_001298034.1 shf
NM_132121.3 shf
NM_001298036.1 shf
NM_001298035.1 shf
NM_176694.3 C3G
NM_001298037.1 C3G
NM_132122.5 C3G
NM_001272363.1 C3G
NM_001144694.2 C3G
NM_001144697.2 C3G
NM_001144696.3 C3G
NM_001272364.1 C3G
NM_001144695.3 C3G
NM_001272362.1 C3G
NM_001103427.3 pod1
NM_167091.3 pod1
NM_001258625.2 pod1
NM_167092.3 pod1
NM_167093.2 pod1
NM_132124.5 pod1
NM_167094.2 pod1
NM_132126.3 Nf-YC
NM_132127.4 xit
NM_132128.3 Atx-1
NM_167095.3 nonC
NM_001298038.1 nonC
NM_132130.2 mAChR-C
NM_001169211.2 CG14435
NM_132131.4 CG14435
NM_132132.3 CG4557
NM_132133.3 Cht11
NM_001169212.2 CG4558
NM_132134.4 CG4558
NM_132135.2 CG14434
NM_001298039.1 CG14434
NM_001298040.1 CG14434
NR_123816.1 CR45531
NM_001298042.1 CG43736
NM_001298041.1 CG43736
NM_001298043.1 CG43736
NM_001272366.1 CG43736
NM_001272365.1 CG43736
NM_001031888.2 CG43736
NM_001272367.2 CG43736
NM_001272369.2 CG43736
NM_001031889.2 CG43736
NM_001031887.2 CG43736
NM_001272368.2 CG43736
NM_167100.3 CG32732
NM_132143.3 CG4586
NM_132144.3 CG3040
NM_001258628.3 ogre
NM_001272370.1 ogre
NM_167101.3 ogre
NM_080085.5 ogre
NM_001272371.1 ogre
NM_001258629.2 ogre
NR_073635.1 CR44084
NM_132145.4 bou
NM_176699.3 Inx7
NR_073637.1 CR43837
NR_073636.1 CR43837
NM_001169213.2 Inx2
NM_132147.4 Inx2
NM_167104.3 Inx2
NM_001272372.1 Inx2
NM_001272373.1 cm
NM_176700.3 cm
NM_001144699.2 CG42308
NM_167107.4 CG32736
NM_001144700.3 CG42308
NM_167106.4 CG32736
NM_132148.2 CG3032
NM_001298045.1 CG3032
NM_001298046.1 CG4593
NM_132149.4 CG4593
NM_132150.3 CG12541
NM_001042797.2 CG12541
NM_132151.2 CG14427
NM_078512.5 nullo
NM_132152.1 CG4607
NM_167109.1 CG4607
NM_001031892.2 Sxl
NM_167115.3 Sxl
NM_167113.3 Sxl
NM_167116.2 Sxl
NM_001272376.1 Sxl
NM_167117.2 Sxl
NM_167112.2 Sxl
NM_080052.4 Sxl
NM_001031895.1 Sxl
NM_001169219.1 Sxl
NM_167110.3 Sxl
NM_001169216.2 Sxl
NM_001272377.1 Sxl
NM_167118.2 Sxl
NM_001031894.1 Sxl
NM_001169218.3 Sxl
NM_001316622.1 Sxl
NR_047775.1 mir-4956
NM_132154.3 CG4615
NM_001272379.1 CG4617
NM_132155.3 CG4617
NM_132156.3 CG8300
NM_078513.3 fz4
NM_167119.3 fz4
NR_123817.1 CR45532
NR_133516.1 CR46245
NR_002102.2 CR32730
NM_001103430.4 CG9650
NM_132158.2 CG1958
NM_001298047.1 CG1677
NM_001298048.1 CG1677
NM_132159.3 CG1677
NM_001201624.1 CG2059
NM_132160.3 CG2059
NM_001298049.1 unc-119
NM_132161.5 unc-119
NM_078514.4 brk
NM_132162.4 Atg5
NM_132163.4 Dok
NM_206637.4 CG18155
NM_001298050.1 CG42780
NM_001201625.2 CG42780
NM_001298051.1 CG15034
NM_132165.2 CG15034
NM_132166.3 CG1999
NM_132167.3 CheA7a
NM_001201626.3 CG42781
NM_132168.2 CG15035
NM_167126.2 CG32727
NM_001144701.1 CG42246
NM_001298052.1 CG42246
NM_001201627.1 CG42704
NM_001201628.2 CG42705
NM_001298053.1 CG42705
NM_001103431.2 CG34337
NM_132169.3 CG9657
NM_001298054.1 CG9657
NM_144273.2 CG15036
NM_167127.2 CG32726
NM_001298055.1 CG32726
NR_123821.1 CR45533
NR_123822.1 CR43199
NR_123823.1 CR43199
NM_144274.3 CG11368
NM_001258632.1 CG43198
NR_123824.1 CR44500
NR_123825.1 CR45534
NR_133518.1 CR43278
NR_133517.1 CR43278
NR_047778.1 CR43279
NR_123826.1 CR43279
NR_073638.1 CR43835
NM_167128.3 CG32719
NM_001258634.2 CG43138
NM_167129.3 CG32720
NR_123827.1 CR44501
NR_123828.1 CR44502
NM_132170.2 CG11369
NM_132171.2 CG12689
NM_080025.2 ct
NM_001144702.2 ct
NM_001272381.1 ct
NM_001258636.2 ct
NR_123829.1 CR45667
NR_123830.1 CR45666
NR_123831.1 CR45666
NR_123832.1 CR45665
NM_001272383.1 CHES-1-like
NM_001272382.1 CHES-1-like
NM_206639.3 CHES-1-like
NM_078516.3 CHES-1-like
NR_123833.1 CR43287
NM_001169221.1 CG15478
NM_132172.4 CG15478
NM_132173.3 Hira
NM_132174.3 NELF-B
NM_132175.3 CG12155
NM_132177.4 Rab39
NM_001258639.2 Rab39
NM_206640.2 Tom40
NM_001272384.1 Tom40
NM_143746.5 Tom40
NM_132178.1 Ir7a
NM_001103433.3 CG34338
NM_167131.3 CG32718
NM_001272386.1 CG32718
NM_001272385.1 CG32718
NM_132179.4 CG1402
NM_001298057.1 CG1402
NM_132180.2 CG10920
NM_132181.2 CG1409
NM_132182.2 Ir7b
NM_001258640.2 dec-1
NM_167133.2 dec-1
NM_078517.3 dec-1
NM_167132.2 dec-1
NM_001258642.1 dec-1
NM_001258641.1 dec-1
NR_047779.1 CR43615
NM_132183.2 Ir7c
NM_001258643.1 Ir7c
NM_001144703.1 Ir7d
NM_001144704.1 Ir7e
NM_001144705.1 Ir7f
NM_132185.2 Ir7g
NM_001298058.1 CG10932
NM_132186.2 CG10932
NM_132187.3 Nek2
NM_001298061.1 CG45089
NM_001298062.1 CG45089
NM_001298060.1 CG45089
NM_167134.2 ND-MNLL
NM_001169223.2 ND-MNLL
NM_001298059.1 ND-MNLL
NM_132188.3 ND-MNLL
NM_001169222.2 ND-MNLL
NM_132189.3 p115
NM_001298063.1 p115
NM_167136.2 RpS6
NM_078518.3 RpS6
NR_003731.1 snoRNA:Or-aca2
NM_078519.3 bys
NM_001258644.2 dpr14
NM_132191.3 dpr14
NM_132192.3 spidey
NM_132193.2 snz
NM_001298064.1 snz
NM_132194.1 hdm
NM_132195.3 Ykt6
NM_132196.3 mahe
NM_001298065.1 mahe
NM_132197.3 CG10778
NM_001272387.1 CG10778
NM_080145.5 RpS14a
NM_167137.2 RpS14a
NM_080427.4 RpS14b
NM_001298066.1 RpS14b
NM_001272389.1 Ubr3
NM_001272388.1 Ubr3
NM_132200.4 Ubr3
NM_206643.2 l(1)G0193
NM_132199.4 l(1)G0193
NM_132201.2 CG15332
NM_132202.3 CG15330
NM_167141.3 sws
NM_078520.3 sws
NM_167140.2 sws
NR_123834.1 CR45620
NM_078521.3 sn
NM_001169226.2 sn
NM_167142.3 sn
NM_167143.3 sn
NM_176711.3 Tbh
NM_001298067.1 Tbh
NM_132203.4 CG15333
NM_132205.3 CG2233
NM_001272392.2 fs(1)h
NM_078523.3 fs(1)h
NM_001272393.2 fs(1)h
NM_206645.4 fs(1)h
NM_001272394.2 fs(1)h
NM_206646.4 fs(1)h
NM_167144.4 fs(1)h
NM_206647.3 fs(1)h
NM_001169228.2 fs(1)h
NM_001298068.1 mys
NM_080054.3 mys
NM_001298069.1 mys
NM_001298070.1 mys
NM_132206.3 Upf2
NM_132207.3 CG1571
NM_132208.2 CG2254
NM_132209.2 CG2256
NR_123835.1 CR45535
NM_167145.2 UbcE2H
NM_167146.2 UbcE2H
NM_132210.3 UbcE2H
NM_206649.2 CG2258
NM_001298071.1 CG2258
NM_206648.2 CG2258
NM_132211.2 CG2258
NM_001298072.1 Gclc
NM_206650.2 Gclc
NM_001298073.1 Gclc
NM_080266.3 Gclc
NM_001298074.1 CG1575
NM_132212.3 CG1575
NM_132213.2 CG2260
NM_132216.4 CG2116
NM_132217.4 CG10958
NM_132218.3 CG2120
NM_001298077.1 Smox
NM_078524.4 Smox
NM_132219.2 CG17982
NM_001298078.1 CG17982
NM_132220.4 alpha-PheRS
NM_132221.4 CG2129
NM_132222.3 CG15336
NM_001272395.1 CG10959
NM_132223.4 CG10959
NM_132224.3 Gbeta5
NM_132225.2 CG18262
NM_078525.4 Traf6
NM_132226.3 GIIIspla2
NM_001298079.1 GIIIspla2
NM_132227.2 CG15337
NM_132228.3 CG10761
NR_123836.2 CR45536
NM_078526.1 Or7a
NM_001298080.1 CG2278
NM_001272396.1 CG2278
NM_132229.2 CG2278
NM_001201630.2 slpr
NM_001201629.2 slpr
NM_132230.4 slpr
NM_001201631.2 slpr
NM_001298081.1 sdt
NM_001038746.3 sdt
NM_001298082.1 sdt
NM_001272397.1 sdt
NM_001258645.1 sdt
NM_001258647.1 sdt
NM_001272398.1 sdt
NM_001038747.3 sdt
NM_132235.5 sdt
NM_206653.3 sdt
NM_132236.6 sdt
NM_001042798.2 sdt
NM_001258646.1 sdt
NM_206652.2 sdt
NM_132237.3 CG2147
NM_132238.3 sni
NM_001298083.1 sni
NM_078527.3 Trxr-1
NM_167149.2 Trxr-1
NM_167150.2 Trxr-1
NM_167152.2 ND-75
NM_078528.3 ND-75
NM_001258649.2 Corp
NM_132240.3 Corp
NM_132241.2 CG15343
NM_001298085.1 CG1636
NM_132242.6 CG1636
NM_001298084.1 CG1636
NM_001298086.1 nAChRalpha3
NM_080340.4 nAChRalpha3
NR_133519.1 CR43695
NM_132246.3 CG10555
NM_001298087.1 CG10555
NM_132247.4 CG11190
NM_001258651.2 lawc
NM_001169229.2 lawc
NM_167153.3 lawc
NM_001258650.2 lawc
NM_001272400.1 Trf2
NM_001103435.3 Trf2
NM_001169230.2 Trf2
NM_206654.2 Trf2
NM_001272401.1 Trf2
NM_078529.4 Trf2
NM_167155.3 CG32712
NM_132248.3 Miga
NM_001298088.1 Miga
NM_001169231.2 Miga
NM_132249.2 CG1440
NM_001298089.1 CG1440
NM_001103436.1 CG1440
NM_001103437.1 CG1440
NM_132250.4 CG12123
NM_001298090.1 org-1
NM_078530.3 org-1
NM_001298091.1 CG32713
NM_167156.2 CG32713
NM_001201633.2 CG15347
NM_132251.4 CG15347
NM_132252.5 Es2
NM_167157.2 Sptr
NM_001298092.1 CG33223
NM_206655.2 CG33223
NM_132253.2 CG12116
NM_001038748.1 Cp7Fa
NM_001201634.2 Cp7Fb
NM_132256.3 Cp7Fb
NM_132257.2 Cp7Fc
NM_078532.2 Cp36
NM_078533.2 Cp38
NM_001169232.1 Cp38
NR_073639.1 CR43834
NM_001272404.1 otu
NM_206656.2 otu
NM_078534.4 otu
NM_167158.3 otu
NM_001272403.1 otu
NM_001103441.2 CG33181
NM_001103440.2 CG33181
NM_001103438.2 CG33181
NM_001272405.1 CG33181
NM_001298093.1 CG33181
NM_001272406.1 CG33181
NM_001103442.2 CG33181
NM_176712.3 CG33181
NM_132259.3 PIP82
NM_132260.3 IntS4
NM_001272409.1 CG12112
NM_132261.3 CG12112
NM_206658.4 Trf4-1
NM_001103443.2 Trf4-1
NM_132262.3 Trf4-1
NM_206659.3 Trf4-1
NM_001103444.2 Trf4-1
NM_001272411.1 Trf4-1
NM_206660.2 Trf4-1
NR_133520.1 CR46195
NM_001272412.1 CG12111
NM_132263.4 CG12111
NM_132264.3 spirit
NM_001272413.1 spirit
NM_167161.2 spirit
NM_001169236.2 spirit
NM_206661.3 CG12065
NM_167162.4 CG12065
NM_001169237.2 CG12065
NM_206662.3 CG12065
NM_132265.4 CG12065
NM_001169238.2 CG12065
NM_132266.2 CG12081
NM_001272414.1 CG12081
NM_001272415.1 CG12659
NM_167164.4 Crag
NM_080341.4 Crag
NM_001169239.2 Crag
NM_132267.5 Caf1-180
NM_001272417.1 oc
NM_001272418.1 oc
NM_078536.4 oc
NM_001014727.3 oc
NM_001272416.1 oc
NM_132268.2 CG12772
NM_001272419.2 CG12772
NM_001298094.1 CG11284
NM_001272422.1 CG11284
NM_132269.3 CG11284
NM_001272421.1 CG11284
NM_001272420.1 CG11284
NM_167166.4 Ppt1
NM_001298095.2 Ppt1
NM_132271.5 Ogg1
NM_001272423.2 CG11294
NM_132272.3 CG11294
NR_123837.1 CR44507
NR_123838.2 CR44508
NM_080342.4 Hexo2
NM_001272428.1 CG2004
NM_001272426.1 CG2004
NM_132273.2 CG2004
NM_001272425.1 CG2004
NM_001272424.2 CG2004
NM_132274.3 CG1785
NM_001298096.1 l(1)G0020
NM_132275.2 l(1)G0020
NM_132276.3 CG1789
NR_047780.1 CR43297
NR_123839.1 CR45537
NM_001258653.1 CG12075
NM_001272431.1 CG12075
NM_132278.4 CG12075
NM_001272430.1 CG12075
NM_206663.3 CG12075
NM_001258654.1 Moe
NM_080343.4 Moe
NM_206668.3 Moe
NM_001272432.1 Moe
NM_167170.2 Moe
NM_167169.2 Moe
NM_167168.4 Moe
NM_001258655.1 Moe
NM_206664.3 Moe
NM_206665.3 Moe
NM_206669.2 Moe
NM_206666.3 Moe
NM_206667.3 Moe
NM_001272433.1 CG1885
NM_132279.4 CG1885
NM_132280.5 Rbm13
NM_001298097.1 Rbm13
NM_167171.2 e(r)
NM_001272436.1 e(r)
NM_001272434.1 e(r)
NM_001272435.1 e(r)
NM_079923.3 e(r)
NR_073640.1 CR44111
NM_001272439.1 CG12661
NM_132283.2 CG12661
NM_001258656.2 CG43255
NM_078537.3 rdgA
NM_001298098.1 rdgA
NM_001298099.1 rdgA
NM_001201636.1 rdgA
NM_001272437.1 rdgA
NM_001272438.1 rdgA
NR_047781.1 mir-4964
NM_176714.3 CG10962
NM_132285.2 CG12662
NR_047783.1 mir-31b
NM_001298102.1 CG15365
NM_001298101.1 CG15365
NM_132288.2 CG15365
NM_001298103.1 CG10970
NM_132289.2 CG10970
NR_123840.1 CR45538
NM_001298105.1 CG44325
NM_001298106.1 CG44325
NM_132290.2 CG44325
NM_001298104.1 CG44325
NM_132291.2 CG44325
NM_132292.4 CG7246
NM_132293.3 HP1b
NM_001169242.2 HP1b
NM_001258657.2 HP1b
NM_132294.3 APC4
NM_001169243.3 APC4
NM_167174.4 CG32708
NM_167175.3 CG32706
NM_132295.2 CG6999
NM_132296.3 CG7033
NR_047785.1 mir-13b-2
NM_001144707.3 CG7766
NM_132297.6 CG7766
NM_001144708.3 CG7766
NM_001258659.2 CG7766
NM_001258658.2 CG7766
NM_176716.4 CG7766
NM_001298107.1 CG7766
NM_001272441.2 Bx42
NM_078538.4 Bx42
NM_132298.5 Arfrp1
NM_167178.5 AP-1gamma
NM_176718.4 AP-1gamma
NM_206671.4 AP-1gamma
NM_132299.6 AP-1gamma
NM_176717.4 AP-1gamma
NM_001103448.3 AP-1gamma
NM_001272442.1 AP-1gamma
NM_001258661.2 AP-1gamma
NM_001258660.1 AP-1gamma
NR_123841.2 CR45539
NM_001272443.2 fend
NM_132300.3 fend
NR_123842.1 CR44517
NM_132301.4 CG7065
NM_001272444.1 fh
NM_078539.3 fh
NM_132302.4 Bap111
NM_001272445.2 His3.3B
NM_167180.4 His3.3B
NM_176719.1 His3.3B
NM_078540.5 His3.3B
NM_078541.4 Ost48
NM_080265.3 Dlip1
NM_001272446.1 Dlip1
NM_144281.4 CG9034
NM_001298108.1 CG9034
NM_132304.3 Zpr1
NM_001298109.1 CG44532
NM_143765.4 mei-P26
NM_001298110.1 mei-P26
NM_132305.2 CG12115
NM_001272450.1 CG12057
NM_132306.3 CG12057
NM_132307.4 CG12056
NM_132308.2 CG12106
NM_132309.3 CG12118
NM_176720.2 CG12118
NM_167182.2 su(r)
NM_132311.3 SmydA-9
NM_001298111.1 SmydA-9
NM_167184.2 Obp8a
NM_132313.2 CG15368
NM_132314.3 CG15369
NM_001298112.1 CG15369
NM_132315.1 t
NM_001298113.1 t
NM_132316.2 CG15370
NM_078542.6 Gr8a
NM_132317.2 CG12121
NM_167185.1 Ir8a
NR_047788.1 mir-4916
NM_132320.3 mxc
NM_001298114.1 mxc
NM_080056.6 Larp7
NM_001258662.2 amx
NM_079905.3 amx
NM_078543.4 Dsor1
NM_001298115.1 Dsor1
NM_176721.2 CG17754
NM_167187.2 CG17754
NM_132321.4 CG17754
NM_001298117.1 CG17754
NM_001298118.1 CG17754
NM_001298116.1 CG17754
NM_132322.4 ric8a
NM_001298119.1 ric8a
NM_167188.2 Erk7
NM_001201639.1 Erk7
NM_001201640.2 Erk7
NM_132327.2 CG17440
NM_132328.3 Cfp1
NM_001201641.2 Cfp1
NM_132329.4 CG16892
NM_001298120.1 CG16892
NR_047790.1 snoRNA:CG16892-a
NM_001298121.1 c11.1
NM_144349.3 c11.1
NM_001103449.2 lz
NM_078544.3 lz
NR_123843.1 CR44534
NM_144348.3 c12.1
NM_144347.3 c12.2
NM_001272452.1 c12.2
NM_001298122.1 CG34449
NM_001258663.3 CG34449
NM_001298123.1 CG34449
NM_167189.6 CG34449
NM_001103451.3 CG34449
NM_001272453.1 CG34449
NM_001103453.3 CG34450
NM_001103452.4 CG34449
NM_132334.4 BCL7-like
NM_001298127.1 CG44815
NM_167192.2 CG32700
NM_167191.2 CG32700
NM_001038749.1 CG34028
NM_001038750.2 CG34026
NM_001298128.1 CG34026
NM_001298129.1 l(1)G0320
NM_132339.3 l(1)G0320
NM_132340.4 RpS28b
NM_001298130.1 RpS28b
NM_132341.3 CG15317
NR_037724.2 CR42767
NM_001042800.3 LPCAT
NM_001144710.3 CG42395
NR_123844.1 CR45540
NR_123845.1 CR45541
NM_001272455.2 Hex-A
NM_167194.3 Hex-A
NM_080109.4 Hex-A
NR_123846.1 CR45542
NR_123847.1 CR45543
NM_132343.4 Gga
NM_132344.4 Lst8
NM_167196.3 LysRS
NM_001201642.2 LysRS
NM_132345.2 LysRS
NM_132346.3 CG42797
NM_001201643.2 CG42797
NM_001272456.1 CG42797
NM_132347.2 CG42797
NM_167199.4 Ptpmeg2
NM_001201644.3 Ptpmeg2
NM_001014728.4 Ptpmeg2
NM_001201645.2 Ptpmeg2
NM_001014729.3 Ptpmeg2
NM_001272457.1 Ptpmeg2
NM_167198.2 Ptpmeg2
NM_132348.3 Ptpmeg2
NM_167197.3 Ptpmeg2
NM_001298131.1 CG3106
NM_132349.3 CG3106
NM_001201647.2 nej
NM_001272458.1 nej
NM_079903.4 nej
NM_001201646.2 nej
NR_123848.1 CR42657
NR_073644.1 CR44016
NM_078545.3 btd
NR_047792.2 CR43498
NM_167200.4 Sp1
NM_001272459.1 Sp1
NM_001103457.4 Sp1
NM_132351.3 Sp1
NM_132352.4 CG1354
NM_167201.4 CG1354
NM_167202.4 CG1354
NM_001272460.1 CG1354
NM_167203.2 CG1354
NM_132354.3 Ser7
NM_001298133.1 CG45060
NM_001298134.1 CG45061
NM_001298136.1 CG32695
NM_001298135.1 CG32695
NM_167205.2 CG32695
NM_132356.3 CG15247
NM_132357.3 CG1468
NM_132358.3 CG9686
NM_001298137.1 CG9689
NM_132359.2 CG9689
NM_132360.2 CG9691
NM_167206.2 CG9691
NM_001103459.2 CG15249
NM_001103458.2 CG15249
NM_001298138.1 CG1986
NM_132362.1 CG1986
NM_001298139.1 Idgf4
NM_167207.3 Idgf4
NM_078546.4 Idgf4
NR_003732.1 snoRNA:Me28S-U1688
NM_001103460.1 CG1791
NM_132363.1 CG1791
NM_001272462.1 CG1791
NM_001103461.2 CG1889
NM_167208.3 CG1889
NM_001272463.1 CG1889
NM_132364.4 CG1889
NM_132365.3 CG43386
NM_132366.4 CG43386
NM_001258666.2 CG43386
NM_132367.3 CG15252
NM_001103462.3 CG15252
NM_001298140.1 CG32694
NM_001258668.2 CG32694
NM_167212.2 CG32694
NM_167211.2 CG32694
NM_001258667.1 CG32694
NM_167209.2 CG32694
NM_167210.2 CG32694
NM_001014730.2 CG33557
NM_001103463.2 CG2990
NM_167214.2 CG2990
NM_001258669.2 Cht6
NM_001258673.2 Cht6
NM_001103464.3 Cht6
NM_001258672.2 Cht6
NM_132370.4 Cht6
NM_001258670.2 Cht6
NM_001258671.2 Cht6
NR_123849.2 CR45185
NM_001298141.1 Yp2
NM_078547.3 Yp2
NM_001298142.1 Yp1
NM_078548.3 Yp1
NR_123851.1 CR45601
NM_167216.3 CG15312
NM_001258675.2 CG15312
NM_001258674.2 CG15312
NM_132373.4 CG15312
NM_001258676.2 CG15312
NM_167215.3 CG15312
NM_167217.1 Gr9a
NR_123852.1 CR45602
NM_001258678.2 ZAP3
NM_167218.2 ZAP3
NM_001258677.2 ZAP3
NM_001258679.2 ZAP3
NM_132375.3 CG2972
NM_001298143.1 CG2972
NM_132376.2 CG2974
NR_123853.1 CR44894
NR_123854.1 CR44894
NR_003733.1 snoRNA:Me18S-A627
NM_001272464.1 CG12645
NM_001103465.2 CG12645
NM_132380.2 CG43902
NR_037725.1 CR32690
NM_001272467.1 CG15309
NM_001272466.1 CG15309
NM_001272465.1 CG15309
NM_001103466.3 CG15309
NM_132381.4 CG15309
NR_073645.1 CR43899
NM_132382.3 ATPsyndelta
NM_001272468.1 ATPsyndelta
NM_001298145.1 ATPsyndelta
NM_132384.4 CG2962
NR_123855.1 CR45629
NM_144289.4 CG15308
NM_001272469.1 CG15308
NR_123857.1 CR45629
NR_123856.1 CR45629
NM_001298151.1 CG34408
NM_132386.3 Ipod
NM_001298153.1 Ipod
NM_001298152.1 Ipod
NM_001272470.2 Hk
NM_167222.3 Hk
NM_001258682.2 Hk
NM_001272472.2 Hk
NM_001272471.2 Hk
NM_078549.4 Hk
NM_001258681.2 Hk
NM_001258680.2 Hk
NM_001258683.2 Hk
NR_073646.1 CR43959
NM_144290.2 CG12643
NM_078550.4 alpha-Man-Ia
NM_167223.3 alpha-Man-Ia
NM_167224.3 alpha-Man-Ia
NM_206675.3 alpha-Man-Ia
NM_206674.3 alpha-Man-Ia
NM_206673.3 alpha-Man-Ia
NM_206676.3 alpha-Man-Ia
NM_001272473.2 alpha-Man-Ia
NM_206672.3 alpha-Man-Ia
NM_132388.4 CG2909
NM_078551.4 Gip
NM_001272474.1 CG15306
NM_132390.2 CG15306
NM_001272475.1 CG43740
NM_001272476.1 CG43740
NM_132391.3 CG43740
NR_002465.1 snoRNA:U3:9B
NM_132393.3 l(1)G0289
NM_001316626.1 l(1)G0289
NM_167225.3 CG32679
NM_132394.3 CG17841
NM_167226.2 CG32686
NM_167227.3 CG32686
NM_132395.2 CG2898
NM_167228.2 CG32681
NM_001272477.1 Psf3
NM_001298154.1 Psf3
NM_132396.2 Psf3
NM_079999.3 flw
NM_167229.2 flw
NM_001272478.1 flw
NM_001298155.1 CG32683
NM_167230.2 CG32683
NM_132399.3 RabX2
NM_132401.1 CG12640
NR_003734.1 snoRNA:Me28S-A1705
NM_078552.3 Or9a
NM_144291.4 Neb-cGP
NM_001272479.1 Neb-cGP
NM_001272480.1 nocte
NM_132403.5 nocte
NM_001258685.2 nocte
NM_167231.5 nocte
NM_132404.2 CG2889
NM_001258686.2 CG2889
NM_132405.3 CG2887
NM_206677.2 PPP4R2r
NM_167232.2 PPP4R2r
NM_001272481.2 PPP4R2r
NM_080344.3 PPP4R2r
NM_001103474.2 spri
NM_001272490.1 spri
NM_001272491.1 spri
NM_001272485.1 spri
NM_001103471.2 spri
NM_001272488.1 spri
NM_001272492.1 spri
NM_001272486.1 spri
NM_001272487.1 spri
NM_001272484.1 spri
NM_001272489.1 spri
NM_206678.2 spri
NM_176723.3 spri
NM_132408.3 CG15296
NM_001272493.1 CG15296
NM_167237.2 Rab9D
NM_132409.3 Hmr
NM_132410.3 CG2124
NM_001272494.1 CG1628
NM_132411.3 CG1628
NM_132414.2 Rab9Db
NM_132415.2 CG9806
NM_001298156.1 X11Lbeta
NM_167239.4 X11Lbeta
NM_001272496.2 X11Lbeta
NM_132416.2 CG2111
NM_167238.3 Rab9E
NM_132417.2 CG12637
NM_001272497.2 stx
NM_132420.4 stx
NR_123859.1 CR44766
NR_123858.1 CR44766
NM_001272499.2 Rph
NM_001169244.1 Rph
NM_001272500.1 Rph
NM_132423.2 Rph
NM_167243.3 Tango5
NM_001272501.1 Tango5
NM_001169245.2 Tango5
NM_167242.3 Tango5
NM_167244.3 Tango5
NM_001298157.1 Tango5
NM_001298159.1 Atg8a
NM_001298158.1 Atg8a
NM_167245.3 Atg8a
NM_132421.3 BTBD9
NM_001272502.1 BTBD9
NM_001103477.2 CG15211
NM_001103476.2 CG15211
NM_001103475.2 CG15211
NM_132425.5 CG15211
NM_001298160.1 CG15211
NM_078555.4 Ant2
NM_001272503.1 Ant2
NM_176725.3 Ant2
NM_167247.2 sesB
NM_167248.2 sesB
NM_167246.2 sesB
NM_078554.3 sesB
NM_001298161.1 sesB
NM_167253.3 Imp
NM_167249.3 Imp
NM_167255.3 Imp
NR_123860.1 CR45204
NM_167252.3 Imp
NM_167251.3 Imp
NM_078556.4 Imp
NM_001042803.3 Imp
NM_167250.3 Imp
NM_001258687.3 Imp
NM_001169246.2 Imp
NM_001298162.1 Imp
NM_167254.4 Imp
NR_123861.1 CR45624
NM_079921.3 sbr
NM_144208.3 CG15210
NM_132426.3 CG15209
NM_167256.2 CG32669
NM_132428.3 CG17333
NM_132429.4 CG2202
NM_132430.3 feo
NM_001298163.1 sofe
NM_132431.3 sofe
NM_001272504.1 CG2186
NM_132432.1 CG2186
NM_132433.3 CG2157
NM_001298164.1 CG2157
NM_132434.4 CG1637
NM_167257.2 CG1637
NM_001298165.1 CG1637
NM_001298166.1 CG1637
NM_167258.3 CG1637
NR_123862.1 CR45616
NR_123863.1 CR45617
NR_123864.1 CR44524
NM_001298169.1 CG1582
NM_132435.2 CG1582
NM_001298170.1 CG15208
NM_132436.3 CG15208
NM_001298171.1 CG15208
NM_001298172.1 CG43901
NM_001272505.1 CG43901
NM_001103478.2 CG43901
NM_078558.3 v
NM_132440.2 CG2145
NM_001298173.1 CG2145
NM_001298174.1 Myo10A
NM_132441.3 Myo10A
NM_001042804.3 Myo10A
NM_167260.2 Rab9Fa
NM_167261.3 Rab9Fb
NM_001272506.1 Myo10A
NM_132445.3 C901
NM_144209.3 CG42339
NM_132447.3 SmydA-4
NM_167262.3 SmydA-4
NM_001272507.2 SmydA-4
NM_001298175.1 CG1552
NM_132448.4 CG1552
NM_167263.3 CG1552
NM_132449.2 CG1545
NM_132450.2 CG1537
NR_123865.1 CR45614
NM_001298176.1 CG15203
NM_132451.3 CG15203
NM_078559.3 sev
NR_123866.1 CR44358
NR_123867.1 CR45604
NM_132452.3 Vago
NM_001298177.1 Vago
NM_001298178.1 CG2076
NM_132453.2 CG2076
NM_132454.5 CG2061
NM_167264.2 CG2061
NM_001272508.1 CG2061
NM_132455.3 CG42249
NM_132456.3 CG42249
