gID	name	genename	chr	strand	start	stop
12458	DLP	CG9537	chr2L	+	6480961	6487585
12479	CG8211	CG8211	chrX	-	17546801	17550853
12487	osa	CG7467	chr3R	-	13513540	13544067
12511	Arp87C	CG6174	chr3R	+	8517509	8519954
12537	CG33159	CG33159	chr3L	-	3203675	3204448
12539	CG16863	CG16863	chr2L	+	13791007	13793264
12543	Vps28	CG12770	chr2R	-	3966742	3967493
12567	CG33967	CG33967	chr3R	-	10524252	10549977
12577	CG13568	CG13568	chr2R	-	19940438	19944660
12580	CG7810	CG7810	chr2L	-	8309869	8311204
12633	l(1)G0045	CG32763	chrX	+	5516269	5520085
12651	santa-maria	CG12789	chr2L	-	7445354	7451167
12659	Alg-2	CG40410	chr3RHet	-	1894569	1899043
12677	CG3225	CG3225	chr2L	-	4815613	4818206
12692	CG17556	CG17556	chr3R	-	12820258	12821777
12730	CG14965	CG14965	chr3L	-	3190621	3192442
12732	alpha-Est8	CG1121	chr3R	-	3335065	3341390
12741	CG1578	CG1578	chrX	-	11703388	11710573
12746	lin19	CG1877	chr2R	+	3804478	3808482
12753	Tsp42Ed	CG12846	chr2R	-	2897365	2899240
12763	Best1	CG6264	chr3R	-	5987186	5996207
12798	CG5484	CG5484	chr3R	+	22543614	22545529
12809	ecd	CG5714	chr3L	-	2263581	2265788
12810	edl	CG15085	chr2R	-	14555026	14561037
12836	Gs1	CG2718	chr2L	+	132080	133995
12842	CG13197	CG13197	chr2R	+	7578798	7582958
12852	CG1291	CG1291	chr3L	+	3143839	3145288
12867	CG6490	CG6490	chr3R	-	22296825	22360955
12869	CG15356	CG15356	chr2L	-	1976542	1980695
12888	SCAR	CG4636	chr2L	+	10976774	10982396
12905	CG13016	CG13016	chr2R	+	10045274	10046942
12936	CG32062	CG32062	chr3L	+	10509103	10584067
12972	CG32479	CG32479	chr3L	+	871902	893534
12975	mats	CG13852	chr3R	+	18246991	18248568
12991	CG14463	CG14463	chr3R	+	3825741	3826640
12994	RpI12	CG13418	chr3R	-	17602558	17603567
13006	c12.2	CG12149	chrX	+	9213383	9218392
13016	dalao	CG7055	chrX	+	9043350	9046011
13041	CG4645	CG4645	chrX	+	12804125	12805948
13060	CG5895	CG5895	chr3L	+	16028778	16030327
13075	CG40178	CG40178	chr3LHet	-	1181140	1396436
13097	Spp	CG11840	chr2L	-	542776	544635
13107	CG9691	CG9691	chrX	+	9778502	9779079
13124	Nplp2	CG11051	chr3L	+	13349636	13350328
13132	CG5146	CG5146	chr3L	+	5576775	5583468
13139	ctp	CG6998	chrX	+	4582239	4593498
13142	CG32594	CG32594	chrX	+	14918471	14936093
13146	CG12203	CG12203	chrX	+	19386463	19387373
13165	Nmdmc	CG18466	chr3R	-	4873242	4874985
13172	CG32850	CG32850	chr4	+	335568	342013
13230	Ugt	CG6850	chr3L	+	18865848	18871352
13242	CG4449	CG4449	chr3R	-	19075165	19077061
13254	CG6937	CG6937	chr3R	+	18410500	18411931
13255	CG32017	CG32017	chr4	-	1158454	1167149
13264	HP1b	CG7041	chrX	+	8975301	8976391
13278	olf186-M	CG14489	chr2R	+	13734206	13735949
13288	CG4567	CG4567	chr2L	-	7220272	7223081
13289	sqz	CG5557	chr3R	+	14989943	14996296
13290	Sas10	CG4202	chrX	+	5211448	5213104
13304	RpLP2	CG4918	chr2R	+	12473638	12474237
13374	ImpL3	CG10160	chr3L	-	6252589	6255769
13377	CG3689	CG3689	chr3L	+	9404144	9406735
13460	CG6049	CG6049	chr3L	-	21413483	21426210
13462	CG9917	CG9917	chrX	-	16215456	16217253
13472	Dek	CG5935	chr2R	+	12743729	12747861
13499	Socs36E	CG15154	chr2L	-	18138668	18152410
13504	Cdc42	CG12530	chrX	+	19591122	19593285
13511	CG7332	CG7332	chrX	+	18778549	18781655
13517	CG3342	CG3342	chrX	-	6420139	6421906
13518	CR32385	CR32385	chr3L	+	6969732	6972326
13552	CG8128	CG8128	chrX	+	15591539	15594073
13561	l(1)G0230	CG2968	chrX	+	10107021	10108274
13565	Nup107	CG6743	chr2L	-	10733293	10736071
13586	Rack1	CG7111	chr2L	-	7825626	7827243
13623	Yeti	CG40218	chr2RHet	-	470785	471725
13687	CG6764	CG6764	chr3R	-	7256462	7257290
13690	CG10237	CG10237	chr2L	-	19435844	19441285
13694	CG5854	CG5854	chr3R	+	19759720	19761686
13702	att-ORFA	CG4241	chr3R	-	16378356	16383376
13785	CG10424	CG10424	chr3L	-	19089493	19090767
13803	CG9797	CG9797	chr3R	-	4555512	4557394
13806	CG9472	CG9472	chr3L	-	19477383	19479569
13839	Vha36	CG8186	chr2R	+	11428943	11430003
13852	CG4364	CG4364	chr2L	-	9708920	9711267
13884	tsr	CG4254	chr2R	-	19931971	19934307
13897	CG2658	CG2658	chrX	-	2588755	2592187
13901	san	CG12352	chr2R	+	7248213	7249376
13930	CG4880	CG4880	chrX	+	16780924	16782762
13935	fs(1)K10	CG3218	chrX	+	2136215	2140079
14022	mus312	CG8601	chr3L	+	7322232	7326571
14048	CG8379	CG8379	chr3R	+	4650139	4653001
14065	Cpsf73	CG7698	chr3R	-	14486843	14489270
14087	CG17259	CG17259	chr2L	-	3035493	3037257
14123	Cp1	CG6692	chr2R	+	9848221	9855496
14124	RanBPM	CG42236	chr2R	+	6317237	6324088
14125	CG10366	CG10366	chr2L	+	19584257	19586440
14144	CG14969	CG14969	chr3L	-	3333112	3334981
14148	Rpb8	CG11246	chr3L	+	21722035	21722801
14190	srp	CG3992	chr3R	+	11811879	11819864
14192	srp	CG3992	chr3R	+	11819864	11829807
14204	alpha-Est7	CG1112	chr3R	-	3345284	3349474
14207	cup	CG11181	chr2L	+	6663934	6673952
14208	CG11134	CG11134	chrX	+	13632150	13633212
14209	CG11555	CG11555	chr2L	+	273962	274766
14218	Rab35	CG9575	chrX	-	20050508	20053799
14222	Fis1	CG17510	chr2R	-	1491299	1492299
14234	CG9305	CG9305	chr2L	-	13371427	13373818
14238	CG5789	CG5789	chr3R	-	20361926	20369632
14251	CG8636	CG8636	chrX	-	2503276	2504392
14277	Hem	CG5837	chr3L	-	22277454	22281289
14308	gus	CG2944	chr2R	-	1009750	1015812
14330	Patr-1	CG5208	chr3R	+	12869350	12873444
14358	CG13822	CG13822	chr3R	+	19503082	19504145
14361	CG10353	CG10353	chrX	-	11771772	11781190
14385	CG17328	CG17328	chr2L	+	16300216	16301765
14405	sktl	CG9985	chr2R	-	16714916	16719919
14410	X11Lbeta	CG32677	chrX	+	10523348	10603712
14414	tun	CG8253	chr2R	+	11736097	11741092
14420	CG14464	CG14464	chr2R	+	716788	717440
14421	Gef26	CG9491	chr2L	+	6323767	6331552
14430	l(1)G0269	CG1696	chrX	-	21190806	21195020
14442	Drep-4	CG9414	chr2L	-	13283893	13286491
14448	Irc	CG8913	chr3R	+	12828603	12832930
14450	CG9769	CG9769	chr3R	-	538861	539879
14489	Su(H)	CG3497	chr2L	+	15039496	15043335
14492	mRpS17	CG4326	chr2R	-	20061187	20061958
14502	CG7911	CG7911	chr3R	-	25829403	25830434
14510	CG8001	CG8001	chr3L	+	1756309	1759208
14581	Pros28.1	CG3422	chrX	+	16170340	16171621
14591	CG7154	CG7154	chr2L	+	7782861	7786063
14606	CG4502	CG4502	chr2L	-	7194908	7204254
14612	Vago	CG2081	chrX	+	10983324	10984138
14616	CG8478	CG8478	chr3R	+	5589515	5591857
14640	UbcD6	CG2013	chr3R	-	774477	778393
14642	CG14687	CG14687	chr3R	+	6618628	6619370
14645	CG2004	CG2004	chrX	-	8606497	8608599
14659	Gr93b	CG31336	chr3R	-	17668243	17669487
14661	CG10098	CG10098	chr3R	+	2950341	2952225
14668	Mgat2	CG7921	chr3R	-	25841244	25847934
14670	CG40439	CG40439	chr2L	-	22690251	22690999
14674	MtnA	CG9470	chr3R	-	5609487	5610120
14679	scrib	CG42614	chr3R	+	22362071	22407239
14684	CG16890	CG16890	chr2L	-	13782579	13783414
14698	ave	CG30476	chr2R	+	10640014	10640774
14708	Stlk	CG40293	chr2R	+	434209	448181
14712	Sop2	CG8978	chr2L	-	13827932	13829717
14726	del	CG9252	chr2L	-	21145134	21148412
14730	sw	CG18000	chrX	-	20099187	20107490
14743	Fpps	CG12389	chr2R	-	7193016	7195029
14755	Rip11	CG6606	chrX	-	18529675	18541596
14758	CG1671	CG1671	chr2R	+	5735568	5738323
14764	ALiX	CG12876	chr3R	-	23522187	23525818
14768	su(s)	CG6222	chrX	+	529931	537793
14785	alph	CG1906	chr3R	+	25417596	25424466
14792	ATPsyn-gamma	CG7610	chr3R	-	25573424	25574579
14804	CG1607	CG1607	chr3R	+	27210123	27217622
14811	CG9886	CG9886	chr2L	+	2420807	2422915
14815	CG34123	CG34123	chr2R	-	11150309	11178807
14842	CG6719	CG6719	chr3R	-	7234514	7235595
14848	eIF3-S10	CG9805	chr3R	-	255639	259609
14859	snRNP2	CG1249	chr3R	-	2170722	2171626
14863	Cwc25	CG2843	chr2L	+	2745105	2746944
14871	CG4644	CG4644	chr2L	-	1103483	1108318
14897	CG11138	CG11138	chrX	-	12465243	12477222
14904	Roc1a	CG16982	chrX	+	541359	542636
14919	Tsp86D	CG4591	chr3R	+	6694434	6696232
14925	CG3735	CG3735	chr2R	-	19824909	19827254
14927	r2d2	CG7138	chr2L	+	7800171	7802008
14946	CG33225	CG33225	chr2R	+	17477891	17479089
14956	CG4019	CG4019	chr2R	-	19495098	19502226
14958	CG7255	CG7255	chr3L	+	15297340	15298567
14965	Zw	CG12529	chrX	+	19561273	19566385
14968	CG14476	CG14476	chrX	-	21471627	21476232
14982	CG17698	CG17698	chr3L	+	23731060	23742158
14985	Tsp42En	CG12839	chr2R	+	2940279	2941548
14990	CG4680	CG4680	chr3L	+	16387686	16389442
14998	CG9003	CG9003	chr2R	-	7536019	7539101
15019	phr	CG11205	chr2R	+	3713026	3714824
15032	Ssl1	CG11115	chr3L	+	22872189	22874067
15035	Cct5	CG8439	chr2R	+	8062309	8065039
15039	CG17802	CG17802	chr3R	-	13628975	13630941
15056	Orc2	CG3041	chr3R	+	9790625	9792803
15058	Dap160	CG1099	chr2L	-	21137131	21142345
15080	CG9996	CG9996	chr3R	-	20898451	20900329
15098	mei-41	CG4252	chrX	+	16285725	16293601
15105	CG1640	CG1640	chrX	+	13264994	13274190
15107	CG10904	CG10904	chr2R	-	19856584	19857557
15136	CG9953	CG9953	chr3L	+	6962752	6964766
15156	CG14352	CG14352	chr2L	+	1611412	1612579
15164	mRpL49	CG4647	chrX	+	12801141	12801877
15167	CG18316	CG18316	chr2R	+	3993900	3994878
15168	CG13876	CG13876	chr3L	+	206112	207112
15170	Ppn	CG33103	chr3R	-	24346387	24366043
15200	CG5412	CG5412	chr3R	+	16402769	16403853
15258	Mis12	CG18156	chr3L	-	6961135	6962120
15270	CG6425	CG6425	chr3R	-	22540884	22543107
15273	bys	CG1430	chrX	+	7795929	7797679
15279	CG3918	CG3918	chrX	+	6418563	6420375
15280	CG42542	CG42542	chr3R	+	11022336	11028699
15281	CG13887	CG13887	chr3L	+	837864	839747
15292	CG12207	CG12207	chr3R	+	10123940	10127995
15306	CG3353	CG3353	chr3R	-	17042988	17044489
15313	CG34330	CG34330	chrX	-	18962306	18962923
15321	D12	CG13400	chr2L	-	8434058	8437355
15333	dgt2	CG16969	chr2L	+	11989926	11990834
15338	CG5116	CG5116	chr3R	+	21308884	21311577
15345	CG9393	CG9393	chr3R	-	5387302	5389388
15347	CG12643	CG12643	chrX	-	10158257	10159292
15351	RpS16	CG4046	chr2R	+	18493636	18494338
15358	alphaTub85E	CG9476	chr3R	-	5556938	5558966
15377	CG12129	CG12129	chr2R	+	5920818	5922203
15381	CG5844	CG5844	chr3R	+	8259825	8261365
15395	CG5455	CG5455	chr3R	+	22287252	22295732
15406	CG2970	CG2970	chr2R	+	19836870	19839984
15409	Elongin-C	CG9291	chr2R	-	15332590	15333773
15413	CG9449	CG9449	chr3L	-	19489116	19489801
15428	rtGEF	CG10043	chr2L	+	20350444	20365254
15439	pr-set7	CG3307	chr3R	+	10141765	10145597
15448	jet	CG8873	chr2L	-	4948202	4949754
15459	CG7265	CG7265	chr3R	-	10718114	10719628
15471	Usp7	CG1490	chrX	-	11916861	11923003
15483	bs	CG3411	chr2R	+	20231227	20237280
15498	CG8441	CG8441	chr2R	-	12072619	12073518
15505	vkg	CG16858	chr2L	-	5012144	5027437
15511	CG8607	CG8607	chr3L	+	7313166	7314248
15512	CG6905	CG6905	chr3L	-	357851	361236
15514	ND75	CG2286	chrX	-	8142715	8145716
15522	Socs16D	CG8146	chrX	-	17716230	17721524
15527	CG17931	CG17931	chr3R	-	12183866	12185000
15541	CG3532	CG3532	chr3R	+	7836495	7840784
15561	Pbp95	CG2702	chr3R	+	3839536	3842332
15563	ATP7	CG1886	chrX	+	11749066	11757861
15574	CG16717	CG16717	chr3L	+	9672301	9674160
15575	CG1544	CG1544	chr3R	+	27022640	27029450
15584	MBD-like	CG8208	chr3R	+	5385497	5387255
15589	obst-B	CG4778	chr2L	+	10032698	10038954
15604	Art1	CG6554	chr3R	-	6612203	6613944
15614	lark	CG8597	chr3L	+	7332566	7334996
15622	CG1208	CG1208	chr3R	+	1657365	1664504
15629	spict	CG12292	chr2L	+	12704726	12706683
15634	Caf1	CG4236	chr3R	+	11051300	11053286
15651	Rcd5	CG1135	chr3L	+	4040538	4042597
15652	hrg	CG9854	chr2R	-	15552765	15557297
15658	CLIP-190	CG5020	chr2L	+	17384865	17389341
15663	CG7950	CG7950	chr3R	+	25882585	25883853
15667	Phm	CG3832	chr2R	-	19872750	19875973
15683	snRNP-U1	CG5454	chr3R	-	14808678	14809367
15686	Ppox	CG5796	chr3R	-	20485772	20487554
15696	CG4968	CG4968	chr2L	+	10306911	10308050
15697	CG9007	CG9007	chr3L	+	13995230	14013251
15698	CG12582	CG12582	chr3R	+	23013	30295
15700	Tango6	CG18398	chr2L	+	18969032	18972004
15722	5PtaseI	CG42283	chr3R	-	20866149	20870867
15749	CG17124	CG17124	chr2L	-	10745115	10756316
15757	CG14286	CG14286	chr3R	+	14849826	14850575
15760	sty	CG1921	chr3L	-	3402799	3417959
15762	Dat	CG3318	chr2R	+	20027109	20045285
15779	CG6005	CG6005	chr3R	-	14848323	14849770
15788	jog	CG11940	chrX	-	19742503	19746055
15796	chif	CG5813	chr2L	-	16343592	16352621
15798	CG31352	CG31352	chr3R	-	5520444	5531139
15802	CG7787	CG7787	chr2L	+	8320334	8321285
15823	mRpS31	CG5904	chr3L	+	15998298	15999701
15856	CG1998	CG1998	chrX	-	13303402	13305645
15859	Eap	CG3594	chr2R	+	20668469	20669307
15870	lin-52	CG15929	chrX	-	5648235	5649012
15896	CG12004	CG12004	chr3L	+	1569187	1574736
15914	CG34325	CG34325	chrX	-	16608480	16615440
15920	Mctp	CG15078	chr2R	+	14658990	14662174
15929	CG12054	CG12054	chr3R	+	27046426	27054213
15930	CG3995	CG3995	chr3R	-	12867617	12868854
15937	NC2beta	CG4185	chr2L	+	15007822	15008538
15942	CG3168	CG3168	chrX	-	6614508	6624564
15953	CG1789	CG1789	chrX	+	8614569	8615534
15964	CG12128	CG12128	chr2R	+	5914359	5916003
15976	CG14657	CG14657	chr3R	-	644020	647139
15981	CG12765	CG12765	chr2R	+	9118126	9119170
15997	Klp10A	CG1453	chrX	-	11024269	11031001
15998	CG9577	CG9577	chrX	+	20060762	20062113
16019	Aats-trp	CG9735	chr3R	-	5090723	5092557
16041	FucTB	CG4435	chr2L	-	9428771	9431045
16052	sec8	CG2095	chr3R	-	1580654	1584684
16079	RagC	CG8707	chr2R	-	4049184	4050992
16082	rictor	CG8002	chrX	-	19146144	19155313
16117	InR	CG18402	chr3R	-	17398221	17445042
16158	Nnp-1	CG12396	chr2L	-	13363300	13366185
16165	CG5805	CG5805	chr3R	-	20610458	20613148
16176	Neb-cGP	CG15304	chrX	+	10354807	10355335
16180	CG1146	CG1146	chr3L	+	2488805	2492613
16193	CG3511	CG3511	chr2R	+	20459171	20462027
16202	lolal	CG5738	chr2R	-	14042350	14045542
16203	blw	CG3612	chr2R	+	18686590	18689691
16227	CG1785	CG1785	chrX	+	8608973	8611098
16239	CG1623	CG1623	chr2R	-	5721068	5724147
16246	CG7408	CG7408	chr3L	+	17872201	17876753
16262	CG7655	CG7655	chr3R	+	13508405	13509476
16266	CG30152	CG30152	chr2R	+	16558683	16560059
16276	CG3781	CG3781	chrX	+	6155171	6156153
16328	CG3702	CG3702	chr2L	-	4224650	4226972
16333	CG7197	CG7197	chr3L	-	8291595	8292935
16352	CG31288	CG31288	chr3R	-	21123682	21125287
16354	Nlp	CG7917	chr3R	+	25830646	25836074
16357	Cyp4e2	CG2060	chr2R	+	4332223	4334676
16365	CG31357	CG31357	chr3R	-	20654001	20655695
16394	CG14375	CG14375	chr3R	-	9214779	9220917
16402	CG13923	CG13923	chr3L	+	1803096	1806819
16405	CG12448	CG12448	chr2L	+	15941441	15942854
16407	Arf51F	CG8156	chr2R	+	11210040	11212399
16414	kat80	CG13956	chrX	-	16161038	16169950
16416	tai	CG13109	chr2L	+	9166780	9246386
16423	CG18558	CG18558	chr2L	-	2842589	2844513
16446	CG1572	CG1572	chrX	-	11449318	11452668
16465	CG4705	CG4705	chr2L	+	11091430	11095001
16469	CG7200	CG7200	chr2L	-	18157110	18158640
16470	Galpha49B	CG17759	chr2R	+	8500281	8507806
16472	gfzf	CG33546	chr3R	-	2971596	2976655
16482	dsx	CG11094	chr3R	-	3760200	3788526
16483	CG5602	CG5602	chr2R	+	19778040	19780700
16490	CG4447	CG4447	chr3L	+	9357473	9358340
16497	m2	CG6104	chr3R	-	21842231	21843189
16501	l(2)35Df	CG4152	chr2L	+	15752275	15755905
16508	CG32810	CG32810	chrX	+	1407120	1411653
16511	CG30043	CG30043	chr2R	+	8246942	8250670
16515	Pmm45A	CG8073	chr2R	-	4994647	4997228
16519	CG31229	CG31229	chr3R	+	14493567	14494805
16523	TFAM	CG4217	chr3R	-	16401073	16402741
16528	CG5726	CG5726	chr2R	-	14062783	14067660
16537	Rab7	CG5915	chr3R	+	19818734	19821266
16564	sofe	CG1655	chrX	-	10749174	10751473
16565	CG1307	CG1307	chr3R	-	2482012	2483130
16575	Gs2	CG1743	chrX	+	11317995	11324228
16579	Argk	CG32031	chr3L	-	9056050	9059105
16586	fidipidine	CG7773	chr2R	-	12149859	12152112
16591	CG7945	CG7945	chr3L	-	15514802	15517242
16598	PpD5	CG10138	chr2R	-	17929172	17930387
16616	l(1)G0136	CG8198	chrX	+	15628304	15629814
16630	barr	CG10726	chr2L	-	20058164	20060970
16649	CG31251	CG31251	chr3R	-	13509462	13510573
16725	vir	CG3496	chr2R	-	19247786	19253878
16727	CG7516	CG7516	chr2L	-	14352594	14355086
16734	CG6744	CG6744	chr3R	-	7259210	7261328
16735	CG8188	CG8188	chrX	-	17594128	17597054
