gID	name	genename	chr	strand	start	stop
3558	ari-2	CG5709	chr2R	+	18100334	18104769
3559	itp	CG13586	chr2R	+	20427465	20431217
3560	CG12091	CG12091	chr3L	-	1534929	1536831
3587	CG10082	CG10082	chr2R	+	17533683	17544944
3593	Dp1	CG5170	chr2R	+	14299534	14308629
3612	dpa	CG1616	chr2R	-	3384206	3387338
3619	Sema-2a	CG4700	chr2R	+	12403678	12420934
3621	CG31216	CG31216	chr3R	+	15497172	15524272
3635	y	CG3757	chrX	+	250542	255278
3649	CG7772	CG7772	chrX	-	17800064	17801323
3656	ph-p	CG18412	chrX	-	2020243	2030919
3661	Fcp1	CG12252	chr2R	-	20455510	20459119
3667	B4	CG9239	chr2L	-	13502656	13549323
3669	CG6664	CG6664	chr3L	-	17005986	17009132
3673	CG5325	CG5325	chr2L	+	12093797	12095250
3685	Atox1	CG32446	chr3L	+	21634152	21635699
3686	CG9486	CG9486	chr2L	+	6255844	6256715
3691	LSm-4	CG33677	chr2L	-	10403195	10405168
3693	CG5535	CG5535	chr3L	-	17845724	17849862
3705	snRNP69D	CG10753	chr3L	-	12726459	12727708
3706	CG40127	CG40127	chr2R	-	74991	75603
3711	Srp9	CG8268	chr3L	+	7929518	7930358
3712	T3dh	CG3425	chr2R	-	18217231	18219558
3713	CG4901	CG4901	chr2L	+	10211208	10213723
3717	TepII	CG7052	chr2L	-	7693800	7701599
3733	bmm	CG5295	chr3L	-	14769596	14779441
3745	CG11151	CG11151	chrX	+	13633871	13635138
3746	CG33090	CG33090	chr2L	+	14334160	14345802
3747	Apc	CG1451	chr3R	-	24658022	24670487
3754	CG5966	CG5966	chrX	+	5882830	5886677
3761	Git	CG16728	chr2R	-	6529319	6532927
3764	MYPT-75D	CG6896	chr3L	+	18619061	18660277
3765	Dbi	CG8627	chr3L	+	7124972	7126563
3769	eIF-2alpha	CG9946	chrX	-	16339517	16341004
3770	CG10383	CG10383	chr2L	-	18690902	18695388
3777	CG6024	CG6024	chr3L	-	11726689	11758898
3781	CG6045	CG6045	chr3R	-	11368474	11373443
3791	Ugt35a	CG6644	chr3R	-	6996521	6998386
3794	CG2862	CG2862	chr2L	+	2770139	2770904
3795	CG7922	CG7922	chr3R	+	17308040	17312976
3798	CG4269	CG4269	chr2R	+	18486844	18487861
3799	LanB2	CG3322	chr3L	+	9608019	9617080
3802	CG33649	CG33649	chr2L	-	13831480	13833101
3809	RpL7A	CG3314	chrX	-	6425729	6427318
3824	CG31710	CG31710	chr2L	-	9702964	9705979
3838	glob3	CG14675	chr3R	+	1655787	1657365
3842	wls	CG6210	chr3L	-	11159720	11162723
3848	gro	CG8384	chr3R	+	21867480	21875634
3860	pnut	CG8705	chr2R	+	4125423	4127835
3869	CG34316	CG34316	chr3R	+	11055404	11057408
3870	fdl	CG8824	chr2R	-	8375253	8394777
3873	CG12567	CG12567	chr2LHet	-	19633	32846
3879	Pdp1	CG17888	chr3L	-	7848646	7860466
3881	CG3829	CG3829	chr2R	+	20873618	20878009
3888	CG3295	CG3295	chr2R	-	16903099	16904945
3893	jing	CG9397	chr2R	+	2497992	2506882
3896	CG9253	CG9253	chr2L	+	21143239	21143914
3910	shd	CG13478	chr3L	+	14607558	14615305
3913	sbb	CG5580	chr2R	-	14166570	14244801
3917	Mitf	CG17469	chr4	+	1219505	1228193
3944	CG2990	CG2990	chrX	+	9904518	9908312
3948	CG3835	CG3835	chrX	+	2035524	2038972
3951	CG7611	CG7611	chr3L	+	21516307	21521263
3955	CG4942	CG4942	chr3L	+	9066214	9067567
3964	Dgp-1	CG5729	chr2R	-	14055913	14058975
3973	CG12140	CG12140	chr2R	+	5798403	5800993
3977	CG10011	CG10011	chr3R	-	24433653	24460819
3982	Oat	CG8782	chr3L	-	19640376	19642942
3983	elav	CG4262	chrX	-	410878	417254
3986	Taf12	CG17358	chr3R	-	7504099	7505388
3996	CG13004	CG13004	chrX	-	16721146	16729548
4004	qkr54B	CG4816	chr2R	+	13357137	13362158
4005	rols	CG32096	chr3L	-	12001324	12049570
4014	Cyt-c-p	CG17903	chr2L	+	16719937	16722659
4020	CG5933	CG5933	chr3R	+	19857884	19859979
4022	ash1	CG8887	chr3L	-	19583873	19591892
4030	CG11448	CG11448	chrX	+	1287132	1291371
4033	CG6512	CG6512	chr3L	-	17231717	17235164
4037	CG10214	CG10214	chr3R	-	19592241	19593124
4039	CG14869	CG14869	chr3R	-	11267965	11301927
4056	nimC4	CG16876	chr2L	+	14047585	14048863
4069	bgm	CG4501	chr2L	+	14013748	14019328
4072	sog	CG9224	chrX	-	15498603	15520564
4075	Irp-1B	CG6342	chr3R	-	6234337	6238588
4078	hop	CG1594	chrX	-	11254932	11262086
4090	l(1)G0148	CG32742	chrX	+	6548660	6553742
4098	CG6234	CG6234	chr3R	+	8473782	8478635
4099	Gap1	CG6721	chr3L	-	9832786	9848380
4123	Atu	CG1433	chr3R	+	1439072	1441664
4128	Mlc-c	CG3201	chrX	-	5513167	5516568
4139	Fim	CG8649	chrX	-	17179736	17195958
4152	Ptp4E	CG6899	chrX	+	4833166	4849458
4171	PCID2	CG7351	chr3L	+	11619551	11620820
4179	CG16970	CG16970	chr2L	-	13307814	13331120
4182	Dll	CG3629	chr2R	+	20702344	20722125
4183	inx2	CG4590	chrX	+	6892708	6898182
4184	Hsp26	CG4183	chr3L	-	9369518	9370472
4188	CG33217	CG33217	chr3L	+	23119136	23125309
4204	Cyp6a2	CG9438	chr2R	-	2667220	2668992
4221	CG4484	CG4484	chr3L	-	9196165	9201971
4245	CG9416	CG9416	chr2R	-	15254746	15260727
4247	CG10732	CG10732	chr3L	+	13435695	13442345
4249	CG32676	CG32676	chrX	-	10607151	10638963
4253	CG6325	CG6325	chr3R	-	6228683	6233016
4254	cora	CG11949	chr2R	+	15116571	15131256
4262	Pegarn	CG17667	chr3L	+	12783293	12789184
4266	Hsc70Cb	CG6603	chr3L	+	14030153	14036659
4271	CG5999	CG5999	chr3R	-	8567680	8569423
4275	CG17598	CG17598	chrX	-	21938277	21942182
4287	Pk61C	CG1210	chr3L	+	129452	145305
4293	Peritrophin-A	CG17058	chrX	+	20115727	20119273
4302	salm	CG6464	chr2L	-	11434311	11445613
4305	CG34411	CG34411	chrX	-	13055747	13083227
4308	CG11357	CG11357	chr3L	+	4542125	4553458
4315	CG7059	CG7059	chr3R	+	18215703	18218084
4316	CHKov2	CG10675	chr3R	-	21155246	21156924
4324	CG10344	CG10344	chr2R	-	18313252	18314478
4330	CG15601	CG15601	chrX	+	15605127	15606042
4336	Spn	CG16757	chr3L	-	2508120	2554299
4338	CG13204	CG13204	chr2R	+	7254217	7257789
4350	CG9372	CG9372	chr3L	+	19599330	19601468
4355	CG4496	CG4496	chr2L	-	7185461	7188103
4370	mthl2	CG17795	chr3L	+	5597893	5600290
4383	how	CG10293	chr3R	+	17867918	17905043
4388	CG32556	CG32556	chrX	-	17566483	17576954
4395	eya	CG9554	chr2L	-	6527449	6536134
4399	CG5645	CG5645	chr3L	-	12126869	12129803
4417	Alas	CG3017	chr2R	+	19852347	19854271
4423	CG5254	CG5254	chrX	+	650271	652752
4424	CG6830	CG6830	chr3R	-	7506691	7510062
4426	CG8620	CG8620	chr3L	+	7151195	7151987
4431	spd-2	CG17286	chr3L	-	16584306	16588130
4439	NetA	CG18657	chrX	-	14498045	14547862
4441	VhaM9.7-2	CG7625	chr3L	+	21532986	21533798
4447	caz	CG3606	chrX	+	16182859	16187553
4459	pAbp	CG5119	chr2R	+	14028286	14033740
4460	pncr013:4	CR33941	chr4	+	488189	489324
4463	CG8097	CG8097	chrX	+	15477194	15479058
4466	sws	CG2212	chrX	-	7850853	7862279
4476	CG9215	CG9215	chrX	-	15474963	15476895
4479	Mcm2	CG7538	chr3R	+	4090683	4093653
4480	Duox	CG3131	chr2L	-	2815970	2830247
4485	CG14767	CG14767	chr2R	-	4605517	4611265
4496	CG4768	CG4768	chrX	+	16686163	16690056
4503	Traf4	CG3048	chr2L	+	4371990	4380725
4507	l(2)k10201	CG13951	chr2R	+	5286585	5287404
4511	CG13322	CG13322	chr2R	-	8821739	8824055
4516	cdc14	CG7134	chr2L	-	7802415	7810699
4521	Dcp1	CG11183	chr2R	-	19776465	19777773
4541	CG10440	CG10440	chr2R	-	17447751	17458957
4544	nord	CG30418	chr2R	+	20130786	20142617
4545	Oatp74D	CG7571	chr3L	+	17480223	17504793
4553	CG5554	CG5554	chr2R	+	19732557	19734547
4562	Fps85D	CG8874	chr3R	-	5193321	5220265
4564	CG14696	CG14696	chr3R	-	6708256	6710697
4572	CG9335	CG9335	chr2L	+	20852581	20857113
4575	CG31650	CG31650	chr2L	-	5043157	5043921
4586	CG12360	CG12360	chr3R	-	8852747	8856361
4589	CG18769	CG18769	chr3L	+	6543824	6587040
4592	CG11170	CG11170	chr2R	-	18064946	18070363
4601	CG30148	CG30148	chr2R	-	16434535	16435239
4603	CG9300	CG9300	chr3L	+	19545523	19547872
4604	DopR	CG9652	chr3R	-	10003005	10040531
4605	CG4882	CG4882	chr2R	-	19768340	19769898
4612	RpII18	CG1163	chr3R	+	1197522	1198125
4623	dnk	CG5452	chr3R	+	14807149	14808500
4636	Fip1	CG1078	chr3R	+	310760	313185
4638	CG8389	CG8389	chr2R	+	11895848	11899198
4644	CG14253	CG14253	chr3R	+	22806242	22811431
4645	CG2493	CG2493	chr2L	-	20461585	20463405
4649	CG3328	CG3328	chr2R	+	20050014	20061150
4656	CG6479	CG6479	chr3L	-	17330272	17332341
4664	mdy	CG31991	chr2L	+	16816665	16826991
4669	CG14542	CG14542	chr3R	+	21878578	21879850
4673	CG31731	CG31731	chr2L	+	13784085	13790562
4674	dve	CG5799	chr2R	+	18158425	18173982
4676	dve	CG5799	chr2R	+	18131469	18158425
4686	svp	CG11502	chr3R	+	8106865	8128509
4688	CG3961	CG3961	chr3L	-	18871350	18883582
4694	dx	CG3929	chrX	+	6428074	6432615
4704	m-cup	CG11896	chr3R	-	12971174	12975129
4706	Taf5	CG7704	chr2R	-	6764808	6767124
4708	bw	CG17632	chr2R	-	19424609	19426101
4712	CG7372	CG7372	chr3L	+	15613091	15617236
4729	robo	CG13521	chr2R	-	18580029	18588457
4735	CG11598	CG11598	chr3R	+	8460626	8462007
4747	CG5899	CG5899	chr2L	-	9908830	9912566
4754	argos	CG4531	chr3L	-	16463479	16476746
4762	Pdk	CG8808	chr2R	+	5314056	5321930
4765	CG9009	CG9009	chrX	-	14828067	14844778
4782	ATPsyn-beta	CG11154	chr4	+	1052504	1055175
4793	l(1)G0320	CG32701	chrX	-	9445638	9447689
4804	Den1	CG8493	chr2R	+	8225313	8227049
4805	zfh1	CG1322	chr3R	+	26591654	26612858
4807	Cam	CG8472	chr2R	+	8146914	8162130
4811	Aats-arg	CG9020	chrX	-	15735796	15738158
4819	PP2A-B'	CG7913	chr3R	+	13993481	14002963
4839	CG17600	CG17600	chrX	+	21917035	21931823
4845	fz2	CG9739	chr3L	-	19135998	19163743
4846	fz2	CG9739	chr3L	-	19163743	19228059
4847	lectin-28C	CG7106	chr2L	+	7857077	7857931
4849	Dlic	CG1938	chrX	+	11048494	11057245
4856	mip40	CG15119	chr2R	-	15178610	15179696
4861	eg	CG7383	chr3L	+	21801939	21811081
4882	CG14701	CG14701	chr3R	+	7057633	7058261
4913	bab2	CG9102	chr3L	-	1140449	1177274
4921	CG8180	CG8180	chr2R	-	11359970	11370336
4930	CG6700	CG6700	chr2L	-	10837732	10842585
4934	CG6498	CG6498	chr3L	+	15559117	15568853
4974	RpS14a	CG1524	chrX	+	7827780	7828713
4997	Wsck	CG31127	chr3R	-	20452796	20455791
5001	hh	CG4637	chr3R	-	18953891	18967596
5006	Epac	CG34392	chr2R	-	2668992	2676524
5007	CG12241	CG12241	chr3R	+	11044967	11048093
5008	fus	CG8205	chr2R	-	11547521	11552599
5009	CG17650	CG17650	chr2L	-	1758286	1759091
5015	pinta	CG13848	chr3R	-	18249027	18250447
5017	Gapdh1	CG12055	chr2R	-	3679403	3680687
5018	spin	CG8428	chr2R	+	12012493	12025743
5024	CG12708	CG12708	chrX	+	15569511	15571770
5030	CG17839	CG17839	chr3L	+	14798222	14874834
5033	MRP	CG6214	chr2L	+	12719046	12744809
5035	yellow-f2	CG8063	chr3R	-	8819115	8820893
5039	CG7582	CG7582	chr3R	-	25505983	25507763
5045	CG17734	CG17734	chr3R	-	7067930	7069696
5048	path	CG3424	chr3L	-	9487634	9498424
5049	path	CG3424	chr3L	-	9487634	9490738
5061	FK506-bp1	CG6226	chr3R	-	11157306	11158843
5072	Pak3	CG14895	chr3R	-	12272450	12279539
5073	CG7956	CG7956	chr3R	+	17346651	17353419
5075	CG13631	CG13631	chr3R	+	20595076	20595850
5086	CG16971	CG16971	chr3L	+	224107	226977
5087	CG8312	CG8312	chr3R	+	5417033	5450798
5089	Uba1	CG1782	chr2R	-	5575792	5580810
5092	Myo31DF	CG7438	chr2L	-	10491682	10506776
5093	CG12065	CG12065	chrX	+	8468341	8482561
5114	CG8177	CG8177	chr3L	+	9756652	9778490
5119	CG13603	CG13603	chr3R	-	19810935	19812277
5120	CG14005	CG14005	chr2L	-	5800517	5801896
5121	CG1746	CG1746	chr3R	-	27041864	27045281
5123	bocksbeutel	CG9424	chr3R	-	5415190	5416706
5128	CG9098	CG9098	chr2L	-	6007364	6012355
5129	CG6038	CG6038	chr3L	-	11703607	11704483
5133	26-29-p	CG8947	chr3L	+	13987363	13989678
5134	LpR2	CG31092	chr3R	-	21524488	21545837
5142	CG1234	CG1234	chr3R	-	3069896	3072689
5153	bip1	CG7574	chr3L	-	8047433	8051811
5162	CG10681	CG10681	chr3L	+	12494679	12495747
5171	nimC3	CG16880	chr2L	-	14018734	14020224
5178	Dot	CG2788	chr2L	+	3619263	3621573
5181	CG5451	CG5451	chr3R	-	14804697	14806688
5198	CG16700	CG16700	chrX	+	16985858	16992520
5203	CG5414	CG5414	chr3L	+	16093369	16096582
5210	Fmo-2	CG3174	chr2R	-	2529922	2532600
5213	CG33214	CG33214	chr3L	-	21490649	21500621
5218	betaTub56D	CG9277	chr2R	-	15334824	15339102
5229	Khc-73	CG8183	chr2R	-	11405212	11419729
5231	CG1115	CG1115	chr3R	+	1051916	1053248
5235	CG8851	CG8851	chr2L	+	3520262	3522555
5238	Uev1A	CG10640	chr3L	-	5356252	5359273
5239	Mec2	CG7635	chrX	+	19082083	19084226
5244	sli	CG8355	chr2R	-	11760176	11809652
5250	Wnt5	CG6407	chrX	-	18395573	18399436
5256	fh	CG8971	chrX	-	9042127	9043085
5257	Antp	CG1028	chr3R	-	2721975	2758559
5266	nec	CG1857	chr2R	-	3043981	3045733
5267	CG9125	CG9125	chrX	-	16696070	16697325
5297	sgl	CG10072	chr3L	-	6952647	6957852
5308	vri	CG14029	chr2L	+	5305708	5310610
5309	Atet	CG2969	chr2L	+	4333926	4345411
5315	CG8949	CG8949	chrX	-	16963051	16971844
5316	BicD	CG6605	chr2L	-	17460834	17473198
5329	CG8586	CG8586	chr2R	-	4581244	4583297
5334	gcm	CG12245	chr2L	-	9579449	9581739
5338	IP3K1	CG4026	chr2L	+	9782392	9788499
5343	CG8100	CG8100	chr3L	+	14076714	14078834
5346	rgn	CG6014	chr3L	+	21375603	21417178
5348	CG9641	CG9641	chr2L	-	2974854	2976859
5351	CG9386	CG9386	chr3R	-	5379418	5381103
5362	CG30403	CG30403	chr2R	-	17596955	17599114
5366	CG4089	CG4089	chr3R	+	6641058	6643214
5376	dbo	CG6224	chr3L	+	15820011	15825104
5385	CG3678	CG3678	chr3R	-	12816184	12817584
5391	CG8790	CG8790	chr3R	+	9190662	9194816
5401	CG5198	CG5198	chr2L	+	10436029	10437317
5411	fs(1)Yb	CG2706	chrX	+	2614457	2618192
5418	CG1882	CG1882	chr2R	+	3700078	3702250
5421	CG14182	CG14182	chr3L	-	19972288	19972930
5422	foxo	CG3143	chr3R	+	9882670	9913698
5439	Kr-h2	CG9159	chr2L	+	6071073	6073961
5447	CG7694	CG7694	chr3R	+	14398819	14410197
5451	CG14523	CG14523	chr3R	-	24703736	24705840
5453	CG7852	CG7852	chr3L	+	1537166	1544825
5463	Fdh	CG6598	chr3R	-	6696627	6698049
5480	Pgm	CG5165	chr3L	-	16119155	16121629
5486	CG33143	CG33143	chr2R	+	18501835	18521576
5505	CG17065	CG17065	chrX	-	20125718	20128150
5542	CG15717	CG15717	chrX	+	13023058	13024324
5546	nub	CG34395	chr2L	+	12618348	12628135
5552	CG42342	CG42342	chr3R	+	12328494	12397082
5563	RpL18A	CG6510	chr2R	-	13433895	13434953
5570	Jheh3	CG15106	chr2R	-	14747880	14749576
5575	l(2)09851	CG12792	chr2R	+	1642038	1643558
5580	Xe7	CG2179	chr3R	-	1490861	1495018
5584	ana3	CG13162	chr2R	+	8232525	8238583
5589	CG32243	CG32243	chr3L	-	4539302	4541219
5609	CG18659	CG18659	chr2R	-	5010806	5019396
5610	CG30463	CG30463	chr2R	-	12560966	12618889
5619	Srp54k	CG4659	chr3L	+	5145781	5147877
5630	CG12262	CG12262	chr3L	+	7712460	7714585
5636	CG16787	CG16787	chr2R	-	19843858	19844875
5639	CG7995	CG7995	chr3L	+	1741840	1745430
5640	CG7231	CG7231	chr2L	+	7985247	7986786
5650	CG9154	CG9154	chr2L	-	6069790	6070607
5652	mys	CG1560	chrX	+	7955705	7964270
5655	CG9505	CG9505	chr2L	+	6367884	6370195
5656	CG13926	CG13926	chr3L	-	1617424	1618123
5657	CG5991	CG5991	chr3R	+	19876514	19877410
5660	Sec22	CG7359	chrX	+	700106	702235
5665	CSN4	CG8725	chr2R	+	3860091	3861604
5666	Marcal1	CG3753	chr2L	+	4955568	4958292
5678	CG17544	CG17544	chr2L	-	19390370	19398491
5690	cos	CG1708	chr2R	-	3269669	3274608
5695	dap	CG1772	chr2R	+	5599831	5603607
5723	l(1)G0232	CG32697	chrX	-	9539972	9552920
5729	mbo	CG6819	chr3R	-	8502208	8504756
5732	CG2972	CG2972	chrX	+	9977200	9979083
5759	CG14131	CG14131	chr3L	+	11770173	11773585
5767	CG7840	CG7840	chr2L	+	8305587	8306743
5770	CG5611	CG5611	chr3R	-	23460350	23461791
5773	CG8132	CG8132	chr3R	+	5227221	5228340
5774	Lasp	CG3849	chr3L	-	16669506	16704773
5791	CG9992	CG9992	chrX	-	16275984	16278937
5793	eIF2B-epsilon	CG3806	chrX	-	1814199	1816922
5800	Bx42	CG8264	chrX	-	8998351	9000548
5807	SmG	CG9742	chrX	-	16533832	16534447
5809	mst	CG1424	chrX	+	21260023	21261877
5811	CG3940	CG3940	chr3R	+	5938269	5945142
5812	r-l	CG3593	chr3R	-	16896275	16899036
5819	dnc	CG32498	chrX	+	3227903	3233360
5822	dnc	CG32498	chrX	+	3185277	3189295
5825	CG10069	CG10069	chr2R	+	17169805	17173174
5826	dnc	CG32498	chrX	+	3189295	3233360
5827	dnc	CG32498	chrX	+	3150076	3233360
5828	dnc	CG32498	chrX	+	3208212	3233360
5834	CG12026	CG12026	chr3L	+	1885660	1891470
5836	CG11255	CG11255	chr3L	-	13013082	13015764
5846	CG2065	CG2065	chr2R	+	3551292	3552780
5854	CG1399	CG1399	chr2R	-	3564575	3586409
5864	Prp8	CG8877	chr2R	-	8041763	8050517
5874	sn	CG32858	chrX	+	7863741	7880118
5877	sba	CG13598	chr3R	-	19719889	19748752
5879	CG42324	CG42324	chr3L	+	3485701	3505325
5880	CG12162	CG12162	chr3R	+	1293541	1295288
5886	Srp14	CG5417	chr3R	+	16405856	16406486
5887	Klc	CG5433	chr3L	-	12739716	12743157
5889	Kr	CG3340	chr2R	+	21114141	21117057
5893	RhoGAP71E	CG32149	chr3L	+	15581990	15600225
5899	syd	CG8110	chr3L	-	7919692	7929197
5900	Oatp26F	CG31634	chr2L	-	6625128	6632404
5903	CG13189	CG13189	chr2R	+	7787049	7788899
5907	DAT	CG8380	chr2R	-	12446062	12452740
5915	pgant2	CG3254	chr2L	-	3404460	3422953
5919	CG11686	CG11686	chr3R	+	9086082	9087949
5923	CG10337	CG10337	chr2L	-	19545376	19546967
5926	CG16926	CG16926	chr2R	-	15387799	15388823
5927	CG5104	CG5104	chr3L	+	20514110	20515858
5928	gpp	CG10272	chr3R	+	2232584	2271735
5930	Dif	CG6794	chr2L	-	17413248	17428195
5932	CG30015	CG30015	chr2R	-	6726599	6762247
5936	CG9247	CG9247	chr2L	-	21160636	21163055
5940	CG3409	CG3409	chr2R	-	2587726	2603390
5952	CG10175	CG10175	chr3R	-	19348423	19356705
5966	ssh	CG6238	chr3R	-	20764725	20770678
5967	CG3149	CG3149	chrX	-	5586978	5589154
5976	CG42271	CG42271	chrX	-	14126315	14128030
5979	Prx2540-2	CG11765	chr2R	+	6306229	6307278
5982	CG6683	CG6683	chr3L	-	8506969	8508012
5986	CG1702	CG1702	chrX	+	20339416	20340823
5988	CG17333	CG17333	chrX	+	10741456	10742567
5992	SPoCk	CG32451	chr3L	+	22766638	22779797
5997	CG31217	CG31217	chr3R	-	12478168	12481382
5998	CG1941	CG1941	chr2R	+	3597379	3599494
5999	shn	CG7734	chr2R	+	7061308	7092134
6004	Pepck	CG17725	chr2R	+	14424274	14426924
6006	Nipped-A	CG33554	chr2R	-	1065506	1138506
6011	CG33465	CG33465	chr2R	-	11706619	11708619
6013	CG5445	CG5445	chrX	+	17196509	17199511
6020	CG2604	CG2604	chr3R	-	1047347	1049030
6028	Sep4	CG9699	chrX	-	16578244	16589202
6038	CG15211	CG15211	chrX	+	10666582	10673014
6047	Hf	CG10658	chr2L	-	19966727	19967683
6049	fok	CG10746	chr2L	-	20082288	20085064
6058	CG12024	CG12024	chr3L	+	1857193	1859049
6070	Ugt86Di	CG6658	chr3R	-	6977691	6979585
6090	fj	CG10917	chr2R	+	14120272	14123816
6091	CG5569	CG5569	chr2R	+	19752956	19754177
6108	Dcp2	CG6169	chr3L	-	15814087	15819515
6113	Eip78C	CG18023	chr3L	+	21233449	21257721
6125	CG31445	CG31445	chr3R	-	25066301	25070243
6129	qkr58E-1	CG3613	chr2R	-	18300422	18302977
6131	stau	CG5753	chr2R	-	14007129	14013284
6138	Gip	CG2227	chrX	-	10222910	10223841
6140	CG42611	CG42611	chrX	-	9253877	9394176
6144	CG18744	CG18744	chr3R	-	3622798	3624493
6145	CG12214	CG12214	chr2R	-	6043875	6046084
6147	CG6191	CG6191	chr2R	-	9468091	9480774
6161	CG7888	CG7888	chr3L	+	11047137	11052759
6170	CG6745	CG6745	chr3L	+	8503163	8506104
6174	Ace	CG17907	chr3R	-	9053964	9084496
6176	Ace	CG17907	chr3R	-	9084496	9085241
6185	CG11206	CG11206	chr2R	-	18225089	18260610
6189	stmA	CG8739	chr2R	-	4617018	4620940
6202	CG6043	CG6043	chr2L	+	13266869	13284043
6214	CG30492	CG30492	chr2R	+	3510749	3539292
6237	CG12769	CG12769	chr2R	-	3941331	3953056
6238	Reg-5	CG2928	chr2R	-	20675526	20680927
6243	Gprk2	CG17998	chr3R	+	27230971	27283499
6248	CG5704	CG5704	chr3L	-	2169622	2170964
6252	CG6805	CG6805	chr2R	+	12892954	12895109
6254	CG3164	CG3164	chr2L	-	122624	129241
6258	Act5C	CG4027	chrX	+	5794903	5796019
6260	ytr	CG18426	chr2R	-	19737804	19738578
6263	Sr-CIV	CG3212	chr2L	-	3522594	3524032
6268	CG10933	CG10933	chr2R	+	13610818	13612561
6270	rdgB	CG11111	chrX	+	13656787	13669627
6277	Hsp70Ab	CG18743	chr3R	+	7784265	7786673
6297	CG5590	CG5590	chr3R	+	23503358	23504738
6306	rg	CG6775	chrX	+	4979763	5145183
6311	pont	CG4003	chr3R	+	6087850	6089621
6312	lbe	CG6545	chr3R	-	17267314	17272067
6313	CG6424	CG6424	chr2R	-	13590840	13606851
6321	CG10222	CG10222	chr3L	-	13404629	13405578
6330	out	CG8062	chrX	-	19205061	19216095
6334	CG5080	CG5080	chr2L	-	1160290	1163882
6346	sol	CG1391	chrX	+	21221353	21228939
6353	Spn5	CG18525	chr3R	-	11028791	11032165
6354	CG32982	CG32982	chr2L	+	9125739	9163721
6395	Abd-B	CG11648	chr3R	-	12753395	12769991
6428	Anxb11	CG9968	chrX	-	16311269	16316269
6467	CG5807	CG5807	chr3R	-	20631387	20639712
6468	Rab11	CG5771	chr3R	+	16937153	16941868
6469	Exp6	CG3923	chrX	-	365085	370542
6483	eIF5B	CG10840	chr3L	-	3428654	3460569
6485	CG14527	CG14527	chr3R	+	24706492	24708627
6486	Sema-5c	CG5661	chr3L	-	12060611	12074927
6491	CG3884	CG3884	chr2R	-	8835853	8839791
6492	csul	CG3730	chr2R	+	12152191	12154464
6497	Hil	CG30147	chr2R	-	16494386	16505718
6498	row	CG8092	chr2R	-	11094028	11101137
6503	Got2	CG4233	chr2L	-	1984512	1987749
6522	CG10092	CG10092	chr3R	+	3712771	3715058
6526	CG5270	CG5270	chr3R	+	7247794	7255691
6531	bru-3	CG12478	chr3L	-	13531018	13659863
6534	mnd	CG3297	chr3L	+	14980512	14984770
6553	CG17322	CG17322	chr2L	+	18826775	18829061
6557	vav	CG7893	chrX	+	19155936	19167312
6566	CG11347	CG11347	chr3L	+	4407149	4414362
6585	CG13531	CG13531	chr2R	-	18735355	18741293
6587	larp	CG42551	chr3R	-	24154024	24162185
6592	rin	CG9412	chr3R	+	9472732	9478761
6594	CG9362	CG9362	chr3R	-	5281234	5282264
6595	CG12177	CG12177	chrX	-	13571932	13574429
6600	ProcRD	CG6986	chrX	+	4601951	4622777
6601	Arpc3B	CG8936	chrX	-	16998604	16999895
6602	Faa	CG14993	chr3L	-	4072032	4073949
6605	Cyp12c1	CG4120	chr3L	-	18677625	18679357
6609	CG12734	CG12734	chr3L	+	3178917	3185290
6622	CG9662	CG9662	chr2L	-	3375885	3376710
6623	CG42557	CG42557	chr3R	+	25759058	25760309
6627	Sap-r	CG12070	chr3R	-	26709186	26714782
6632	debcl	CG33134	chr2R	+	2536145	2540336
6641	Timp	CG6281	chr3R	-	6029597	6038726
6647	CG32196	CG32196	chr3L	-	18452569	18454125
6657	CG32595	CG32595	chrX	-	14612306	14612944
6683	CG1120	CG1120	chr3L	+	3806724	3809090
6692	Cyp4ac1	CG14032	chr2L	+	5263980	5265899
6693	CG8768	CG8768	chr2R	-	8578813	8580177
6695	CG1675	CG1675	chr2R	+	5753183	5754039
6702	CG18599	CG18599	chr3R	+	14093510	14096895
6703	Cyp4ad1	CG2110	chr2R	-	4326898	4330298
6710	CG3838	CG3838	chr2L	+	9568945	9573572
6718	disco	CG9908	chrX	-	16104631	16110778
6722	Sc2	CG10849	chr3L	+	3903511	3905033
6726	CG31705	CG31705	chr2L	-	11523300	11528201
6731	CG8866	CG8866	chr3R	-	5157783	5160451
6732	Tapdelta	CG9035	chr2R	-	7257791	7258636
6735	Ect3	CG3132	chr3R	+	7825005	7829239
6739	vvl	CG10037	chr3L	+	6783260	6787637
6742	Atg8a	CG32672	chrX	-	10658911	10662253
6746	CG10283	CG10283	chr2L	-	18472965	18484438
6753	CG5060	CG5060	chr3R	+	16078492	16116840
6767	exo84	CG6095	chr3R	-	21875451	21877968
6769	E(spl)	CG8365	chr3R	+	21865953	21866585
6770	CG7601	CG7601	chr3R	-	25560991	25562432
6794	CG1837	CG1837	chrX	+	11611054	11613927
6796	CG31064	CG31064	chr3R	-	23056486	23063826
6805	elm	CG2185	chr3R	-	1478555	1480510
6808	Pka-C1	CG4379	chr2L	-	9684656	9699293
6810	Fas3	CG5803	chr2L	+	18320107	18392575
6811	CG10600	CG10600	chr2L	-	18834498	18839672
6832	CG5220	CG5220	chr3R	+	12866449	12867688
6854	shep	CG32423	chr3L	-	5153786	5241544
6856	shep	CG32423	chr3L	-	5241544	5271061
