gID	name	genename	chr	strand	start	stop
10239	Gclc	CG2259	chrX	-	7996613	8010133
10291	CG3967	CG3967	chr3L	-	9407938	9419777
10298	CG16941	CG16941	chr3R	-	12825101	12828077
10323	TfIIA-S	CG5163	chr3R	-	19716110	19716735
10349	NetB	CG10521	chrX	-	14612944	14643403
10351	CG3321	CG3321	chr3R	+	10152808	10153473
10354	CG4042	CG4042	chr3L	-	20763243	20764181
10355	CG15484	CG15484	chr2L	-	12706909	12707623
10362	kdn	CG3861	chrX	+	6246319	6255226
10373	CG4692	CG4692	chr2R	-	20486611	20487310
10388	Xrp1	CG17836	chr3R	+	14740663	14744010
10397	RpL29	CG10071	chr2R	+	17181274	17181909
10412	Npc2b	CG3153	chr3R	+	9916496	9918149
10466	WDR79	CG9226	chr2L	-	6125889	6127649
10511	stj	CG12295	chr2R	+	9692965	9707080
10517	CG3271	CG3271	chr2R	+	2561118	2562566
10544	CG3570	CG3570	chr2R	+	20491147	20492194
10550	Yippee	CG1989	chrX	-	13279947	13281405
10585	CG30046	CG30046	chr2R	+	8201624	8204736
10636	CG2807	CG2807	chr2L	+	568347	572650
10652	CG8833	CG8833	chr3L	-	13918985	13922032
10658	Cad86C	CG42601	chr3R	+	6652801	6674235
10659	Rac2	CG8556	chr3L	-	7426992	7428286
10671	CG42637	CG42637	chr3L	-	19712627	19786659
10695	CG31650	CG31650	chr2L	-	5040648	5043157
10698	CG13551	CG13551	chr2R	-	19265383	19270912
10751	RpS15Aa	CG2033	chrX	-	13229806	13231665
10780	pcs	CG7761	chr2R	+	10868774	10878841
10846	CG10326	CG10326	chr3R	+	12469473	12470887
10856	CG32276	CG32276	chr3L	-	3197860	3199020
10857	Lk6	CG17342	chr3R	-	7578506	7590156
10876	CG12006	CG12006	chr3L	+	3811265	3813958
10881	CG10184	CG10184	chr3R	-	19428224	19431209
10907	nudC	CG9710	chr3L	+	16801541	16812642
10938	Atg2	CG1241	chr3L	+	2774342	2780688
10968	Psc	CG3886	chr2R	-	8853815	8868494
10978	Ef2b	CG2238	chr2L	-	21678097	21682112
11001	CG5840	CG5840	chr3R	+	13361430	13362858
11022	scb	CG8095	chr2R	+	11136289	11140160
11024	scb	CG8095	chr2R	+	11140160	11146003
11067	CG2003	CG2003	chr3R	+	27803849	27812673
11090	shg	CG3722	chr2R	-	16938107	16944698
11098	CG32091	CG32091	chr3L	+	11624550	11636004
11101	MED7	CG31390	chr3R	-	6585793	6586686
11103	ORMDL	CG14577	chr3L	+	21628445	21629351
11106	eater	CG6124	chr3R	-	22921589	22925430
11120	CG6522	CG6522	chr2R	-	13353379	13356681
11137	vari	CG9326	chr2L	-	20788659	20794141
11141	CG5321	CG5321	chrX	+	14573589	14574964
11151	PHGPx	CG12013	chr3L	+	3326302	3328626
11157	CG7650	CG7650	chr3L	-	15602554	15603450
11185	RpL9	CG6141	chr2L	-	11002833	11004152
11214	CG10641	CG10641	chr2L	-	18977748	18987276
11232	CG5815	CG5815	chr3R	+	22938296	22940862
11250	hdc	CG15532	chr3R	+	26103656	26187891
11278	CG1298	CG1298	chr2R	+	1559278	1560302
11287	amon	CG6438	chr3R	-	22523418	22539850
11295	CG14709	CG14709	chr3R	+	7394952	7401659
11304	nkd	CG11614	chr3L	-	18996832	19038546
11322	CG31223	CG31223	chr3R	+	16656892	16658186
11348	Gal	CG9092	chr2L	-	6003574	6006826
11372	zetaCOP	CG3948	chr3L	-	16664764	16666632
11382	tud	CG9450	chr2R	+	17070827	17079903
11422	CG11583	CG11583	chr3L	-	4281504	4282786
11424	CG15706	CG15706	chr2R	-	12110719	12118180
11447	CG6961	CG6961	chrX	-	18680175	18682200
11478	hoip	CG3949	chr2L	+	9699840	9700459
11491	Tsp42Ee	CG10106	chr2R	+	2899764	2905869
11516	Pde8	CG5411	chr2R	+	19545094	19547028
11533	mol	CG4482	chr2L	-	14975747	14997556
11573	CG6891	CG6891	chrX	+	18669267	18675378
11583	Scp2	CG14904	chr3R	-	12400259	12409382
11596	CG3308	CG3308	chr3R	-	17096800	17099537
11623	CG6084	CG6084	chr3L	-	11613635	11616812
11697	Klp31E	CG5300	chr2L	+	10414019	10418991
11813	CG11839	CG11839	chr3R	+	20895628	20896603
11816	Rpt4	CG3455	chrX	-	6183501	6185255
11824	chrw	CG3870	chr2R	-	19407362	19410994
11890	CG31635	CG31635	chr2L	-	6634549	6649110
11896	CG4004	CG4004	chrX	+	12638499	12639362
11900	CG8273	CG8273	chr3R	+	5403765	5406947
11901	CalpA	CG7563	chr2R	+	15312624	15316555
11961	lea	CG5481	chr2L	-	1380086	1420449
11972	Syx4	CG2715	chrX	-	2633120	2638102
11998	CG8765	CG8765	chr3L	-	19677038	19680450
12021	brm	CG5942	chr3L	-	15963184	15975969
12033	CG2264	CG2264	chr2R	+	5940048	5944339
12039	alphaCop	CG7961	chr3L	-	1641066	1645197
12041	CG13907	CG13907	chr3L	-	877281	881894
12077	Pde1c	CG42325	chr2L	-	11829403	11842226
12079	l(2)37Cd	CG10563	chr2L	+	19127262	19129326
12082	Top2	CG10223	chr2L	-	19447362	19453482
12148	Syn2	CG4905	chr2R	+	12439765	12445988
12164	CG17029	CG17029	chr3L	+	15970135	15971537
12181	Eaf	CG11166	chr2R	-	3285731	3295201
12194	sfl	CG8339	chr3L	+	6488759	6542333
12207	CG6610	CG6610	chr3L	+	6068638	6069358
12216	SP1173	CG10121	chr3L	-	6682425	6696619
12223	Chd1	CG3733	chr2L	-	2979697	2987713
12232	UBL3	CG9038	chrX	-	15743961	15747177
12234	CG11665	CG11665	chr2R	-	1529160	1540313
12253	rho	CG1004	chr3L	+	1463819	1468483
12264	Sec61alpha	CG9539	chr2L	-	6477178	6480456
12295	CG13826	CG13826	chr3R	-	19047886	19052430
12298	CG30007	CG30007	chr2R	+	5779481	5785849
12328	CG17508	CG17508	chr2R	+	1496152	1499094
12375	Hsp22	CG4460	chr3L	+	9367102	9368061
12421	CG13384	CG13384	chr2L	+	8384479	8388803
12427	orb	CG10868	chr3R	-	19090364	19106571
12438	Lmpt	CG32171	chr3L	+	16884328	16915587
12442	CG6180	CG6180	chr2L	+	12707699	12708684
12444	CG33129	CG33129	chr2L	-	10968162	10970225
12447	CG8326	CG8326	chrX	-	17522197	17523521
12464	Edem2	CG5682	chr2L	+	13192254	13197281
12491	CG30273	CG30273	chr2R	+	18554661	18555445
12524	pall	CG3428	chr3L	-	9479548	9480873
12529	ex	CG4114	chr2L	+	431227	448701
12534	sra	CG6072	chr3R	+	12012725	12023315
12535	Prosalpha7	CG1519	chr2R	-	5734141	5735301
12559	Cyp6a20	CG10245	chr2R	+	10769625	10771551
12563	CG18473	CG18473	chr3R	+	5189032	5190560
12569	defl	CG18176	chr3L	+	9716528	9719806
12587	CG5004	CG5004	chrX	+	17001620	17030021
12590	CG31678	CG31678	chr2L	-	20659128	20675962
12619	Jra	CG2275	chr2R	+	5984460	5986061
12649	CG11899	CG11899	chr3R	+	25026180	25027492
12675	Itp-r83A	CG1063	chr3R	+	1342840	1364584
12733	CG10550	CG10550	chr3R	-	21132129	21134109
12765	mirr	CG10601	chr3L	+	12686743	12702491
12792	CG4300	CG4300	chr3L	-	12264753	12270341
12801	Bap55	CG6546	chr2R	-	13316854	13318446
12831	eIF5	CG9177	chrX	-	15881194	15885987
12870	CG3074	CG3074	chr2R	-	18077326	18080657
12884	Sodh-2	CG4649	chr3R	+	6702106	6703988
12927	CG1316	CG1316	chr3L	+	4283872	4286865
12964	CG3227	CG3227	chr2L	-	2575276	2576987
12977	aralar1	CG2139	chr3R	-	26271361	26276118
12986	CG1845	CG1845	chr2R	-	3160037	3165581
13001	CG9733	CG9733	chr3R	-	26069698	26072425
13012	CG15168	CG15168	chr2L	+	18987724	18988331
13015	CG1347	CG1347	chr3R	+	1495403	1505652
13027	Syx5	CG4214	chr2L	+	16307374	16309273
13037	CG1600	CG1600	chr2R	-	3413623	3416790
13054	CG17224	CG17224	chr2L	-	3016591	3018302
13095	kermit	CG11546	chr2R	-	4034422	4044106
13135	RhoGAP68F	CG6811	chr3L	+	12131989	12136482
13148	Aph-4	CG1462	chr3R	+	26874655	26878268
13156	sda	CG5518	chr3R	+	22741488	22771035
13160	tkv	CG14026	chr2L	-	5237356	5271360
13200	Tsp97E	CG6323	chr3R	-	22787446	22790526
13226	Reck	CG5392	chr3L	-	14994340	15007156
13234	CG7834	CG7834	chr3R	-	25627448	25628649
13259	ns1	CG3983	chr3R	-	12896245	12898380
13296	CG6151	CG6151	chr3L	-	15803213	15809502
13298	CG13900	CG13900	chr3L	-	826710	833382
13303	CG5630	CG5630	chr3R	+	16740023	16754935
13312	aay	CG3705	chr3L	+	9416358	9417904
13344	CG15209	CG15209	chrX	+	10736242	10737028
13354	RpL35A	CG2099	chr3R	-	1291289	1292814
13370	CG10466	CG10466	chr2L	+	19792187	19792846
13410	spi	CG10334	chr2L	-	19572607	19577310
13415	Nc	CG8091	chr3L	+	9961605	9964102
13433	rk	CG8930	chr2L	-	13982726	14001248
13461	CG31673	CG31673	chr2L	+	20829611	20831085
13474	Pi3K68D	CG11621	chr3L	-	11767750	11783084
13529	FKBP59	CG4535	chr2L	+	9888102	9890120
13535	Socs44A	CG2160	chr2R	+	4015082	4016981
13542	Tsp66E	CG4999	chr3L	+	8905644	8925165
13579	CG8026	CG8026	chr2R	-	5074166	5079591
13582	Nrt	CG9704	chr3L	+	16759174	16770678
13606	TMS1	CG4672	chr3L	+	16405877	16408488
13628	Taf1	CG17603	chr3R	+	2472630	2481770
13637	Nedd4	CG42279	chr3L	+	17523208	17539476
13643	Hydr2	CG3488	chr2L	+	3163650	3168999
13650	scyl	CG7590	chr3L	+	11245410	11248621
13662	CG31323	CG31323	chr3R	+	21996571	22013029
13675	CG9743	CG9743	chr3R	-	26022087	26028715
13708	CG6241	CG6241	chr3R	-	5966401	5969873
13715	MED28	CG5121	chr3R	+	21302738	21303467
13728	CG40045	CG40045	chr3L	+	24021625	24028960
13751	casp	CG8400	chr2R	-	11912133	11915507
13753	CG33156	CG33156	chr2R	-	9435749	9439930
13758	Pu	CG9441	chr2R	+	17066628	17070121
13760	CG3287	CG3287	chr2R	+	2698527	2702327
13779	Sep1	CG1403	chrX	+	21229338	21232715
13820	mub	CG7437	chr3L	+	21872710	21916813
13848	bowl	CG10021	chr2L	+	3771707	3784129
13851	Dim1	CG3058	chr2L	+	4403269	4403955
13886	aop	CG3166	chr2L	-	2156484	2178749
13920	tth	CG12175	chrX	-	13507224	13510410
13923	CG32666	CG32666	chrX	+	11387203	11449079
13940	Vha68-1	CG12403	chr2L	-	13000765	13004098
13971	nvy	CG3385	chr2R	+	20163261	20178611
14020	CG4774	CG4774	chr3R	-	21510956	21512850
14132	CG5161	CG5161	chr3L	-	16124092	16124705
14146	Pvf2	CG13780	chr2L	-	7069578	7084633
14161	CG13994	CG13994	chr2L	+	6063013	6063676
14162	CG30122	CG30122	chr2R	-	14519833	14526743
14172	growl	CG14648	chr3R	+	228802	232914
14181	CG3226	CG3226	chrX	-	6547139	6548257
14187	CG7506	CG7506	chr3L	-	7633893	7634744
14240	CG8009	CG8009	chr3L	+	10631253	10632731
14276	R	CG1956	chr3L	-	1859114	1862214
14294	slim	CG5186	chr2R	+	14328501	14333037
14322	CG31370	CG31370	chr3R	+	21128158	21129708
14332	Hr38	CG1864	chr2L	-	20683462	20714604
14356	CrebA	CG7450	chr3L	+	15528518	15545005
14365	CG12744	CG12744	chr2R	+	5762789	5763750
14367	CG1443	CG1443	chr3R	-	24818699	24846163
14370	Vha100-1	CG1709	chr3R	+	24956917	24963702
14371	TM9SF4	CG7364	chr2L	+	13771093	13774310
14378	Ctr1A	CG3977	chrX	+	6555751	6562300
14411	Lag1	CG3576	chrX	-	6151691	6161227
14413	PQBP-1	CG31369	chr3R	-	4204893	4303336
14435	CG14299	CG14299	chr3R	-	14576294	14584596
14440	CG10147	CG10147	chr3L	-	6479697	6481547
14496	Hsc70-4	CG4264	chr3R	+	11068413	11072336
14518	CG11825	CG11825	chr2R	-	6308007	6308572
14524	His3.3A	CG5825	chr2L	+	5055185	5056000
14578	CG1902	CG1902	chr2R	+	5481587	5493129
14588	CG16985	CG16985	chr3L	+	2599305	2600255
14611	ptr	CG2841	chrX	-	2239166	2248298
14627	Hsf	CG5748	chr2R	-	14017808	14022136
14629	CG9674	CG9674	chr3L	-	16780915	16800828
14636	t	CG12120	chrX	-	9111688	9117307
14673	Det	CG12265	chr3R	+	12975398	12976198
14696	CG33054	CG33054	chr3L	-	21193783	21195978
14719	CG11807	CG11807	chr2R	+	11089081	11091971
14741	rdo	CG15151	chr2L	+	18012381	18070249
14746	CG6412	CG6412	chr2L	-	17499264	17501047
14783	mei-P26	CG12218	chrX	+	9057290	9065710
14828	CG7110	CG7110	chr2L	+	13398992	13411152
14874	CG10376	CG10376	chr2L	-	18700605	18703101
14902	KdelR	CG5183	chr2L	+	10426906	10428159
14903	otk	CG8967	chr2R	-	7888983	7907350
14906	CG31145	CG31145	chr3R	-	19432458	19495377
14929	CG10413	CG10413	chr2L	-	18599749	18604961
14937	Adar	CG12598	chrX	+	1667775	1678034
14988	NijA	CG6449	chr3L	-	10687457	10689973
15004	dally	CG4974	chr3L	+	8820607	8883269
15010	CG4860	CG4860	chr3R	-	8045603	8047185
15042	CG12608	CG12608	chrX	-	15236890	15238655
15070	Srp19	CG4457	chr3L	-	7340410	7341119
15079	Fit2	CG7729	chr3L	+	17017459	17020219
15100	vimar	CG3572	chr2R	-	2862787	2873201
15108	CG32412	CG32412	chr3L	-	5893935	5895550
15112	CG2059	CG2059	chrX	+	7180866	7182082
15115	StIP	CG11887	chr2R	+	6533269	6536144
15137	nimB1	CG33119	chr2L	+	13963508	13965088
15154	sns	CG33141	chr2R	+	4685996	4743142
15163	CG14907	CG14907	chr3R	-	12476939	12478011
15180	CG2224	CG2224	chr3R	-	26282676	26284961
15184	bbg	CG42230	chr3L	-	14406084	14420490
15243	Ric	CG8418	chr2R	-	11995182	11997455
15245	Vha68-2	CG3762	chr2L	+	12974369	12978615
15256	Aats-leu	CG7479	chr3L	+	4825856	4829039
15285	CG30359	CG30359	chr2R	+	4350279	4352597
15289	CG17273	CG17273	chr3R	-	16650378	16656267
15315	CG10581	CG10581	chr3L	-	21026654	21027322
15322	OstStt3	CG7748	chr3R	-	20892434	20895351
15348	CG7705	CG7705	chr3R	-	14500376	14503236
15354	dpr8	CG32600	chrX	+	14216244	14356404
15385	ab	CG4807	chr2L	+	11210681	11260808
15387	odd	CG3851	chr2L	-	3604222	3606748
15411	CG11876	CG11876	chr3R	+	24938832	24941918
15424	Rpn6	CG10149	chr2R	-	10637656	10639768
15435	pum	CG9755	chr3R	-	5062705	5063417
15446	CG13085	CG13085	chr2L	+	19426298	19430270
15492	chinmo	CG31666	chr2L	+	1651260	1667811
15493	CG7227	CG7227	chr2L	-	7994837	7998144
15499	app	CG42318	chr3L	-	12204731	12259894
15507	trn	CG11280	chr3L	+	13107373	13111188
15542	Rme-8	CG8014	chr2R	-	5055261	5064760
15546	CG8270	CG8270	chr3L	+	6481808	6484053
15564	Ance	CG8827	chr2L	+	13905652	13909172
15576	egr	CG12919	chr2R	+	5965871	5971690
15615	CG11127	CG11127	chr2R	+	3351019	3352492
15632	FK506-bp2	CG11001	chr2R	+	15177619	15178467
15639	CG13185	CG13185	chr2R	-	7755381	7773085
15642	ptc	CG2411	chr2R	+	4537155	4552728
15649	Nurf-38	CG4634	chr2R	-	20446490	20448557
15657	CLIP-190	CG5020	chr2L	+	17384725	17389341
15676	CG7192	CG7192	chrX	-	17991867	17995356
15678	CG6357	CG6357	chr2R	+	9727562	9729248
15681	pad	CG10309	chr3R	+	12168018	12171551
15688	CG6197	CG6197	chr2R	+	9481156	9484068
15692	CG9123	CG9123	chrX	-	15234364	15236140
15712	CG3618	CG3618	chr3L	-	20806453	20809126
15718	rok	CG9774	chrX	-	16519142	16531410
15728	CG32795	CG32795	chrX	-	2676939	2683833
15746	Zfrp8	CG3260	chr2R	+	20021513	20022928
15752	CG5384	CG5384	chr2L	-	10312316	10314366
15777	CG34293	CG34293	chr3R	-	22990791	22991303
15789	C1GalTA	CG9520	chr2L	-	8943454	8951205
15804	CG1750	CG1750	chr3R	-	27079373	27080610
15847	CG13795	CG13795	chr2L	-	7723310	7726299
15857	RpS27	CG10423	chr3R	-	21071674	21073190
15866	pkaap	CG4132	chr2L	+	16288326	16291197
15875	CG30035	CG30035	chr2R	+	7553279	7562287
15913	CG8108	CG8108	chr3L	+	9857758	9863784
15975	RecQ5	CG4879	chr3L	-	14621260	14625177
15986	Ets21C	CG2914	chr2L	-	547414	552476
16036	CG5669	CG5669	chr3R	-	20049167	20052650
16038	CG32032	CG32032	chr3L	+	9086155	9087956
16065	CG1236	CG1236	chr3R	+	1562510	1563996
16081	Bka	CG4539	chr2L	+	9895320	9896104
16083	CG11967	CG11967	chr3R	+	4806584	4808553
16094	CG10444	CG10444	chr2R	-	16159156	16162001
16123	dbr	CG11371	chr2L	+	67044	71390
16126	puc	CG7850	chr3R	+	3931084	3948023
16128	Syn1	CG7152	chr3L	-	21738459	21763634
16136	CG31246	CG31246	chr3R	+	13637273	13663922
16137	mRpL45	CG6949	chr3R	+	18444219	18445969
16146	PPP4R2r	CG2890	chrX	+	10372877	10375977
16183	CG7338	CG7338	chr3L	+	21328342	21331332
16214	pgant5	CG31651	chr2L	-	5072156	5093536
16229	CHOp24	CG3564	chrX	+	4434952	4436471
16264	CG4612	CG4612	chr2R	-	20411207	20413608
16267	fu2	CG9233	chr2L	+	8464511	8466529
16291	JIL-1	CG6297	chr3L	-	11071854	11086260
16292	CG18812	CG18812	chr2R	-	3605833	3610157
16297	CR33963	CR33963	chrX	+	12553466	12554665
16298	Mlf	CG8295	chr2R	-	11823398	11827538
16344	gwl	CG7719	chr3R	+	14572094	14576090
16360	siz	CG32434	chr3L	+	21027637	21068544
16380	CG32473	CG32473	chr3R	+	9130491	9135108
16386	CG42257	CG42257	chr2R	+	17948463	17957262
16387	ire-1	CG4583	chr3R	-	15680162	15687032
16459	CG34360	CG34360	chr3R	+	5700403	5782241
16473	Cyt-b5	CG2140	chr2R	+	3421083	3423441
16474	W	CG5123	chr3L	-	18160842	18178737
16493	c11.1	CG12132	chrX	-	9169683	9177121
16522	CG7845	CG7845	chr2R	-	1962339	1963863
16525	Idgf4	CG1780	chrX	-	9822299	9824959
16549	htl	CG7223	chr3R	-	13870936	13875086
16596	smo	CG11561	chr2L	+	277585	282167
16605	trio	CG18214	chr3L	-	997210	1007791
16610	CG12093	CG12093	chr3L	-	2772560	2773981
16611	CG17278	CG17278	chr3R	-	16846756	16849907
16638	CG31176	CG31176	chr3R	-	17498018	17545378
16678	CG42303	CG42303	chr3L	+	2652109	2655456
16730	CG13813	CG13813	chr3L	+	20224773	20226355
16731	CG5830	CG5830	chr3L	-	15985753	15997814
