gID	name	genename	chr	strand	start	stop
11069	CG16838-RD	CG16838-RD	chr3L	+	16125186	16129789
11084	CG5446-RA	CG5446-RA	chr2L	-	12426942	12427661
11085	pim-RA	CG5052-RA	chr2L	+	10363012	10364105
11087	Nop60B-RE	CG3333-RE	chr2R	+	20062392	20072393
11109	CG14207-RA	CG14207-RA	chrX	+	19499240	19505226
11111	RpS13-RB	CG13389-RB	chr2L	-	8363692	8364593
11112	Madm-RA	CG1098-RA	chr3R	+	1568245	1571789
11122	CycG-RE	CG11525-RE	chr3R	-	27435600	27436675
11126	CG11208-RA	CG11208-RA	chr2R	-	16130256	16132890
11133	su(Hw)-RB	CG8573-RB	chr3R	-	10130177	10134285
11145	ben-RA	CG18319-RA	chrX	+	13890440	13893838
11147	twin-RA	CG31137-RA	chr3R	-	20023311	20047674
11158	CG5245-RA	CG5245-RA	chr3R	+	8255304	8256960
11172	CG32441-RC	CG32441-RC	chr3L	+	21567662	21568974
11178	PpV-RA	CG12217-RA	chrX	-	6265092	6266946
11183	CG18557-RA	CG18557-RA	chr2L	-	2844601	2845738
11211	pix-RA	CG5651-RA	chr3L	-	8965160	8967833
11247	CG14667-RB	CG14667-RB	chr3R	+	1200760	1202183
11255	SMC1-RA	CG6057-RA	chr3R	+	19884017	19888538
11257	CG5903-RA	CG5903-RA	chr3R	-	11971397	11972445
11274	Surf4-RA	CG6202-RA	chr3R	-	11169375	11171880
11276	pirk-RA	CG15678-RA	chr2R	-	17548472	17549768
11277	su(f)-RE	CG17170-RE	chrXHet	+	76337	80010
11282	SpdS-RA	CG8327-RA	chr3R	+	5457434	5459395
11288	Uch-L3-RA	CG3431-RA	chr3L	-	9468819	9470060
11292	SMC2-RA	CG10212-RA	chr2R	-	10736094	10740115
11300	Rtf1-RA	CG10955-RA	chr2R	+	18262597	18265352
11337	CG2926-RA	CG2926-RA	chr3R	-	1405866	1414031
11345	CG18445-RA	CG18445-RA	chr2R	-	5923268	5936121
11397	CG8461-RA	CG8461-RA	chr3R	-	10338358	10339354
11432	tok-RA	CG6863-RA	chr3R	+	20545780	20574855
11446	CG5835-RA	CG5835-RA	chr3R	-	14974354	14979402
11459	mus81-RA	CG3026-RA	chrX	+	835125	837262
11460	CG6454-RD	CG6454-RD	chr3R	+	20174915	20181960
11461	Tif-IA-RA	CG3278-RA	chr2L	+	22249904	22258260
11466	Brca2-RA	CG30169-RA	chr2R	+	20413746	20417104
11469	Grip-RA	CG14447-RA	chrX	+	5860314	5880729
11486	CG5885-RA	CG5885-RA	chr2L	-	9917221	9918168
11490	CG3534-RA	CG3534-RA	chr3R	+	12822226	12825172
11586	Prx6005-RA	CG3083-RA	chr2L	-	2877091	2878227
11598	smi35A-RD	CG4551-RD	chr2L	-	14184478	14234122
11603	RluA-1-RB	CG31719-RB	chr2L	-	10463340	10474347
11625	BRWD3-RA	CG31132-RA	chr3R	+	20144724	20154341
11632	CG8481-RA	CG8481-RA	chr3R	+	5593565	5595749
11660	Use1-RA	CG14181-RA	chr3L	-	9128805	9130301
11661	CG12717-RA	CG12717-RA	chrX	-	12654911	12657669
11668	CG32267-RA	CG32267-RA	chr3L	-	3471543	3472114
11705	Tab2-RA	CG7417-RA	chr2R	+	15180053	15191529
11708	Nup160-RA	CG4738-RA	chr2L	+	11123796	11129335
11717	MESR6-RA	CG6818-RA	chr3L	+	19085775	19087860
11729	sno-RD	CG1903-RD	chrX	-	13089532	13105693
11737	Atf-2-RC	CG30420-RC	chr2R	+	20757631	20759032
11797	Atg7-RA	CG5489-RA	chr2R	-	14507961	14512510
11799	Ggamma30A-RE	CG3694-RE	chr2L	+	9253037	9291798
11808	CSN7-RA	CG2038-RA	chr2R	+	4308526	4316089
11821	MED27-RA	CG1245-RA	chr3R	+	1480867	1482060
11829	cul-4-RA	CG8711-RA	chr2R	-	3989765	3993819
11865	CG16972-RA	CG16972-RA	chr2L	-	13197092	13203291
11872	Dmn-RA	CG8269-RA	chr2R	+	4779345	4780844
11885	Tcp-1zeta-RA	CG8231-RA	chrX	+	15640701	15643006
11913	Prp18-RA	CG6011-RA	chr3R	-	14855690	14856995
11914	smt3-RA	CG4494-RA	chr2L	-	6966776	6967590
11941	CG2875-RB	CG2875-RB	chrX	-	3465754	3467628
11969	Mat89Bb-RA	CG6814-RA	chr3R	+	12089998	12092632
11980	CG7718-RA	CG7718-RA	chr3R	-	14569785	14571711
11990	eIF-4a-RC	CG9075-RC	chr2L	+	5981766	5982601
12008	Rab5-RF	CG3664-RF	chr2L	-	2359546	2364937
12013	CG12321-RA	CG12321-RA	chr3R	-	14013527	14014394
12014	CG5343-RA	CG5343-RA	chr2L	-	10429920	10430914
12025	CHES-1-like-RB	CG12690-RB	chrX	-	7590737	7598995
12051	CG5973-RB	CG5973-RB	chr2L	+	7440851	7445269
12064	CG8632-RA	CG8632-RA	chr2R	+	8540315	8543248
12074	CG31976-RB	CG31976-RB	chr2L	-	138384	140966
12114	CG11486-RG	CG11486-RG	chr3L	+	3071131	3077929
12115	CG15745-RA	CG15745-RA	chrX	+	13199568	13201427
12143	CG1814-RB	CG1814-RB	chr2R	+	5467029	5469352
12144	CG1814-RC	CG1814-RC	chr2R	+	5465059	5467029
12145	dikar-RA	CG32393-RA	chr3L	-	6733405	6736240
12162	Traf6-RA	CG10961-RA	chrX	-	8048623	8051417
12166	bbx-RC	CG1414-RC	chrX	+	21239068	21244175
12208	CG3973-RA	CG3973-RA	chrX	+	6494098	6546131
12239	CG8675-RA	CG8675-RA	chrX	-	17142405	17143503
12254	Sfmbt-RC	CG16975-RC	chr2L	-	13169643	13176767
12255	Nnf1b-RA	CG31658-RA	chr2L	+	810568	811432
12275	CG33099-RA	CG33099-RA	chr3R	-	18354642	18356293
12305	CG5776-RA	CG5776-RA	chr2L	-	12701426	12704429
12356	CG5522-RD	CG5522-RD	chr2R	+	12671185	12679981
12366	pyr-RB	CG13194-RB	chr2R	+	7599768	7613850
12457	tacc-RA	CG9765-RA	chr3R	-	565269	574755
12458	DLP-RA	CG9537-RA	chr2L	+	6480961	6487585
12479	CG8211-RA	CG8211-RA	chrX	-	17546801	17550853
12487	osa-RD	CG7467-RD	chr3R	-	13513540	13544067
12511	Arp87C-RA	CG6174-RA	chr3R	+	8517509	8519954
12537	CG33159-RA	CG33159-RA	chr3L	-	3203675	3204448
12539	CG16863-RB	CG16863-RB	chr2L	+	13791007	13793264
12543	Vps28-RA	CG12770-RA	chr2R	-	3966742	3967493
12567	CG33967-RA	CG33967-RA	chr3R	-	10524252	10549977
12577	CG13568-RF	CG13568-RF	chr2R	-	19940438	19944660
12580	CG7810-RA	CG7810-RA	chr2L	-	8309869	8311204
12633	l(1)G0045-RA	CG32763-RA	chrX	+	5516269	5520085
12651	santa-maria-RA	CG12789-RA	chr2L	-	7445354	7451167
12659	Alg-2-RC	CG40410-RC	chr3RHet	-	1894569	1899043
12677	CG3225-RA	CG3225-RA	chr2L	-	4815613	4818206
12692	CG17556-RA	CG17556-RA	chr3R	-	12820258	12821777
12730	CG14965-RA	CG14965-RA	chr3L	-	3190621	3192442
12732	alpha-Est8-RA	CG1121-RA	chr3R	-	3335065	3341390
12741	CG1578-RA	CG1578-RA	chrX	-	11703388	11710573
12746	lin19-RB	CG1877-RB	chr2R	+	3804478	3808482
12753	Tsp42Ed-RA	CG12846-RA	chr2R	-	2897365	2899240
12763	Best1-RA	CG6264-RA	chr3R	-	5987186	5996207
12798	CG5484-RB	CG5484-RB	chr3R	+	22543614	22545529
12809	ecd-RA	CG5714-RA	chr3L	-	2263581	2265788
12810	edl-RA	CG15085-RA	chr2R	-	14555026	14561037
12836	Gs1-RD	CG2718-RD	chr2L	+	132080	133995
12842	CG13197-RA	CG13197-RA	chr2R	+	7578798	7582958
12852	CG1291-RA	CG1291-RA	chr3L	+	3143839	3145288
12867	CG6490-RB	CG6490-RB	chr3R	-	22296825	22360955
12869	CG15356-RA	CG15356-RA	chr2L	-	1976542	1980695
12888	SCAR-RA	CG4636-RA	chr2L	+	10976774	10982396
12905	CG13016-RA	CG13016-RA	chr2R	+	10045274	10046942
12936	CG32062-RB	CG32062-RB	chr3L	+	10509103	10584067
12972	CG32479-RA	CG32479-RA	chr3L	+	871902	893534
12975	mats-RA	CG13852-RA	chr3R	+	18246991	18248568
12991	CG14463-RA	CG14463-RA	chr3R	+	3825741	3826640
12994	RpI12-RA	CG13418-RA	chr3R	-	17602558	17603567
13006	c12.2-RA	CG12149-RA	chrX	+	9213383	9218392
13016	dalao-RA	CG7055-RA	chrX	+	9043350	9046011
13041	CG4645-RA	CG4645-RA	chrX	+	12804125	12805948
13060	CG5895-RB	CG5895-RB	chr3L	+	16028778	16030327
13075	CG40178-RB	CG40178-RB	chr3LHet	-	1181140	1396436
13097	Spp-RA	CG11840-RA	chr2L	-	542776	544635
13107	CG9691-RB	CG9691-RB	chrX	+	9778502	9779079
13124	Nplp2-RA	CG11051-RA	chr3L	+	13349636	13350328
13132	CG5146-RA	CG5146-RA	chr3L	+	5576775	5583468
13139	ctp-RD	CG6998-RD	chrX	+	4582239	4593498
13142	CG32594-RB	CG32594-RB	chrX	+	14918471	14936093
13146	CG12203-RA	CG12203-RA	chrX	+	19386463	19387373
13165	Nmdmc-RA	CG18466-RA	chr3R	-	4873242	4874985
13172	CG32850-RA	CG32850-RA	chr4	+	335568	342013
13230	Ugt-RA	CG6850-RA	chr3L	+	18865848	18871352
13242	CG4449-RA	CG4449-RA	chr3R	-	19075165	19077061
13254	CG6937-RA	CG6937-RA	chr3R	+	18410500	18411931
13255	CG32017-RC	CG32017-RC	chr4	-	1158454	1167149
13264	HP1b-RB	CG7041-RB	chrX	+	8975301	8976391
13278	olf186-M-RA	CG14489-RA	chr2R	+	13734206	13735949
13288	CG4567-RA	CG4567-RA	chr2L	-	7220272	7223081
13289	sqz-RA	CG5557-RA	chr3R	+	14989943	14996296
13290	Sas10-RA	CG4202-RA	chrX	+	5211448	5213104
13304	RpLP2-RA	CG4918-RA	chr2R	+	12473638	12474237
13374	ImpL3-RA	CG10160-RA	chr3L	-	6252589	6255769
13377	CG3689-RC	CG3689-RC	chr3L	+	9404144	9406735
13460	CG6049-RB	CG6049-RB	chr3L	-	21413483	21426210
13462	CG9917-RA	CG9917-RA	chrX	-	16215456	16217253
13472	Dek-RA	CG5935-RA	chr2R	+	12743729	12747861
13499	Socs36E-RA	CG15154-RA	chr2L	-	18138668	18152410
13504	Cdc42-RA	CG12530-RA	chrX	+	19591122	19593285
13511	CG7332-RA	CG7332-RA	chrX	+	18778549	18781655
13517	CG3342-RA	CG3342-RA	chrX	-	6420139	6421906
13518	CR32385-RA	CR32385-RA	chr3L	+	6969732	6972326
13552	CG8128-RA	CG8128-RA	chrX	+	15591539	15594073
13561	l(1)G0230-RA	CG2968-RA	chrX	+	10107021	10108274
13565	Nup107-RA	CG6743-RA	chr2L	-	10733293	10736071
13586	Rack1-RA	CG7111-RA	chr2L	-	7825626	7827243
13623	Yeti-RA	CG40218-RA	chr2RHet	-	470785	471725
13687	CG6764-RA	CG6764-RA	chr3R	-	7256462	7257290
13690	CG10237-RA	CG10237-RA	chr2L	-	19435844	19441285
13694	CG5854-RB	CG5854-RB	chr3R	+	19759720	19761686
13702	att-ORFA-RC	CG4241-RC	chr3R	-	16378356	16383376
13785	CG10424-RA	CG10424-RA	chr3L	-	19089493	19090767
13803	CG9797-RA	CG9797-RA	chr3R	-	4555512	4557394
13806	CG9472-RA	CG9472-RA	chr3L	-	19477383	19479569
13839	Vha36-RA	CG8186-RA	chr2R	+	11428943	11430003
13852	CG4364-RA	CG4364-RA	chr2L	-	9708920	9711267
13884	tsr-RA	CG4254-RA	chr2R	-	19931971	19934307
13897	CG2658-RB	CG2658-RB	chrX	-	2588755	2592187
13901	san-RA	CG12352-RA	chr2R	+	7248213	7249376
13930	CG4880-RA	CG4880-RA	chrX	+	16780924	16782762
13935	fs(1)K10-RA	CG3218-RA	chrX	+	2136215	2140079
14022	mus312-RD	CG8601-RD	chr3L	+	7322232	7326571
14048	CG8379-RB	CG8379-RB	chr3R	+	4650139	4653001
14065	Cpsf73-RA	CG7698-RA	chr3R	-	14486843	14489270
14087	CG17259-RA	CG17259-RA	chr2L	-	3035493	3037257
14123	Cp1-RA	CG6692-RA	chr2R	+	9848221	9855496
14124	RanBPM-RD	CG42236-RD	chr2R	+	6317237	6324088
14125	CG10366-RA	CG10366-RA	chr2L	+	19584257	19586440
14144	CG14969-RA	CG14969-RA	chr3L	-	3333112	3334981
14148	Rpb8-RA	CG11246-RA	chr3L	+	21722035	21722801
14190	srp-RD	CG3992-RD	chr3R	+	11811879	11819864
14192	srp-RA	CG3992-RA	chr3R	+	11819864	11829807
14204	alpha-Est7-RB	CG1112-RB	chr3R	-	3345284	3349474
14207	cup-RB	CG11181-RB	chr2L	+	6663934	6673952
14208	CG11134-RA	CG11134-RA	chrX	+	13632150	13633212
14209	CG11555-RA	CG11555-RA	chr2L	+	273962	274766
14218	Rab35-RA	CG9575-RA	chrX	-	20050508	20053799
14222	Fis1-RF	CG17510-RF	chr2R	-	1491299	1492299
14234	CG9305-RA	CG9305-RA	chr2L	-	13371427	13373818
14238	CG5789-RA	CG5789-RA	chr3R	-	20361926	20369632
14251	CG8636-RA	CG8636-RA	chrX	-	2503276	2504392
14277	Hem-RA	CG5837-RA	chr3L	-	22277454	22281289
14308	gus-RB	CG2944-RB	chr2R	-	1009750	1015812
14330	Patr-1-RA	CG5208-RA	chr3R	+	12869350	12873444
14358	CG13822-RA	CG13822-RA	chr3R	+	19503082	19504145
14361	CG10353-RD	CG10353-RD	chrX	-	11771772	11781190
14385	CG17328-RA	CG17328-RA	chr2L	+	16300216	16301765
14405	sktl-RA	CG9985-RA	chr2R	-	16714916	16719919
14410	X11Lbeta-RA	CG32677-RA	chrX	+	10523348	10603712
14414	tun-RA	CG8253-RA	chr2R	+	11736097	11741092
14420	CG14464-RC	CG14464-RC	chr2R	+	716788	717440
14421	Gef26-RB	CG9491-RB	chr2L	+	6323767	6331552
14430	l(1)G0269-RA	CG1696-RA	chrX	-	21190806	21195020
14442	Drep-4-RA	CG9414-RA	chr2L	-	13283893	13286491
14448	Irc-RA	CG8913-RA	chr3R	+	12828603	12832930
14450	CG9769-RA	CG9769-RA	chr3R	-	538861	539879
14489	Su(H)-RA	CG3497-RA	chr2L	+	15039496	15043335
14492	mRpS17-RA	CG4326-RA	chr2R	-	20061187	20061958
14502	CG7911-RA	CG7911-RA	chr3R	-	25829403	25830434
14510	CG8001-RA	CG8001-RA	chr3L	+	1756309	1759208
14581	Pros28.1-RA	CG3422-RA	chrX	+	16170340	16171621
14591	CG7154-RA	CG7154-RA	chr2L	+	7782861	7786063
14606	CG4502-RA	CG4502-RA	chr2L	-	7194908	7204254
14612	Vago-RB	CG2081-RB	chrX	+	10983324	10984138
14616	CG8478-RD	CG8478-RD	chr3R	+	5589515	5591857
14640	UbcD6-RA	CG2013-RA	chr3R	-	774477	778393
14642	CG14687-RA	CG14687-RA	chr3R	+	6618628	6619370
14645	CG2004-RA	CG2004-RA	chrX	-	8606497	8608599
14659	Gr93b-RB	CG31336-RB	chr3R	-	17668243	17669487
14661	CG10098-RA	CG10098-RA	chr3R	+	2950341	2952225
14668	Mgat2-RB	CG7921-RB	chr3R	-	25841244	25847934
14670	CG40439-RA	CG40439-RA	chr2L	-	22690251	22690999
14674	MtnA-RA	CG9470-RA	chr3R	-	5609487	5610120
14679	scrib-RI	CG42614-RI	chr3R	+	22362071	22407239
14684	CG16890-RA	CG16890-RA	chr2L	-	13782579	13783414
14698	ave-RA	CG30476-RA	chr2R	+	10640014	10640774
14708	Stlk-RB	CG40293-RB	chr2R	+	434209	448181
14712	Sop2-RB	CG8978-RB	chr2L	-	13827932	13829717
14726	del-RA	CG9252-RA	chr2L	-	21145134	21148412
14730	sw-RA	CG18000-RA	chrX	-	20099187	20107490
14743	Fpps-RA	CG12389-RA	chr2R	-	7193016	7195029
14755	Rip11-RA	CG6606-RA	chrX	-	18529675	18541596
14758	CG1671-RA	CG1671-RA	chr2R	+	5735568	5738323
14764	ALiX-RA	CG12876-RA	chr3R	-	23522187	23525818
14768	su(s)-RA	CG6222-RA	chrX	+	529931	537793
14785	alph-RB	CG1906-RB	chr3R	+	25417596	25424466
14792	ATPsyn-gamma-RC	CG7610-RC	chr3R	-	25573424	25574579
14804	CG1607-RB	CG1607-RB	chr3R	+	27210123	27217622
14811	CG9886-RA	CG9886-RA	chr2L	+	2420807	2422915
14815	CG34123-RD	CG34123-RD	chr2R	-	11150309	11178807
14842	CG6719-RA	CG6719-RA	chr3R	-	7234514	7235595
14848	eIF3-S10-RA	CG9805-RA	chr3R	-	255639	259609
14859	snRNP2-RA	CG1249-RA	chr3R	-	2170722	2171626
14863	Cwc25-RA	CG2843-RA	chr2L	+	2745105	2746944
14871	CG4644-RA	CG4644-RA	chr2L	-	1103483	1108318
14897	CG11138-RC	CG11138-RC	chrX	-	12465243	12477222
14904	Roc1a-RA	CG16982-RA	chrX	+	541359	542636
14919	Tsp86D-RA	CG4591-RA	chr3R	+	6694434	6696232
14925	CG3735-RA	CG3735-RA	chr2R	-	19824909	19827254
14927	r2d2-RA	CG7138-RA	chr2L	+	7800171	7802008
14946	CG33225-RB	CG33225-RB	chr2R	+	17477891	17479089
14956	CG4019-RD	CG4019-RD	chr2R	-	19495098	19502226
14958	CG7255-RE	CG7255-RE	chr3L	+	15297340	15298567
14965	Zw-RA	CG12529-RA	chrX	+	19561273	19566385
14968	CG14476-RB	CG14476-RB	chrX	-	21471627	21476232
14982	CG17698-RB	CG17698-RB	chr3L	+	23731060	23742158
14985	Tsp42En-RA	CG12839-RA	chr2R	+	2940279	2941548
14990	CG4680-RA	CG4680-RA	chr3L	+	16387686	16389442
14998	CG9003-RD	CG9003-RD	chr2R	-	7536019	7539101
15019	phr-RB	CG11205-RB	chr2R	+	3713026	3714824
15032	Ssl1-RA	CG11115-RA	chr3L	+	22872189	22874067
15035	Cct5-RA	CG8439-RA	chr2R	+	8062309	8065039
15039	CG17802-RA	CG17802-RA	chr3R	-	13628975	13630941
15056	Orc2-RA	CG3041-RA	chr3R	+	9790625	9792803
15058	Dap160-RA	CG1099-RA	chr2L	-	21137131	21142345
15080	CG9996-RB	CG9996-RB	chr3R	-	20898451	20900329
15098	mei-41-RA	CG4252-RA	chrX	+	16285725	16293601
15105	CG1640-RA	CG1640-RA	chrX	+	13264994	13274190
15107	CG10904-RA	CG10904-RA	chr2R	-	19856584	19857557
15136	CG9953-RA	CG9953-RA	chr3L	+	6962752	6964766
15156	CG14352-RA	CG14352-RA	chr2L	+	1611412	1612579
15164	mRpL49-RA	CG4647-RA	chrX	+	12801141	12801877
15167	CG18316-RA	CG18316-RA	chr2R	+	3993900	3994878
15168	CG13876-RA	CG13876-RA	chr3L	+	206112	207112
15170	Ppn-RE	CG33103-RE	chr3R	-	24346387	24366043
15200	CG5412-RA	CG5412-RA	chr3R	+	16402769	16403853
15258	Mis12-RA	CG18156-RA	chr3L	-	6961135	6962120
15270	CG6425-RA	CG6425-RA	chr3R	-	22540884	22543107
15273	bys-RA	CG1430-RA	chrX	+	7795929	7797679
15279	CG3918-RA	CG3918-RA	chrX	+	6418563	6420375
15280	CG42542-RE	CG42542-RE	chr3R	+	11022336	11028699
15281	CG13887-RC	CG13887-RC	chr3L	+	837864	839747
15292	CG12207-RA	CG12207-RA	chr3R	+	10123940	10127995
15306	CG3353-RA	CG3353-RA	chr3R	-	17042988	17044489
15313	CG34330-RA	CG34330-RA	chrX	-	18962306	18962923
15321	D12-RA	CG13400-RA	chr2L	-	8434058	8437355
15333	dgt2-RA	CG16969-RA	chr2L	+	11989926	11990834
15338	CG5116-RA	CG5116-RA	chr3R	+	21308884	21311577
15345	CG9393-RA	CG9393-RA	chr3R	-	5387302	5389388
15347	CG12643-RA	CG12643-RA	chrX	-	10158257	10159292
15351	RpS16-RA	CG4046-RA	chr2R	+	18493636	18494338
15358	alphaTub85E-RA	CG9476-RA	chr3R	-	5556938	5558966
15377	CG12129-RA	CG12129-RA	chr2R	+	5920818	5922203
15381	CG5844-RA	CG5844-RA	chr3R	+	8259825	8261365
15395	CG5455-RA	CG5455-RA	chr3R	+	22287252	22295732
15406	CG2970-RA	CG2970-RA	chr2R	+	19836870	19839984
15409	Elongin-C-RB	CG9291-RB	chr2R	-	15332590	15333773
15413	CG9449-RE	CG9449-RE	chr3L	-	19489116	19489801
15428	rtGEF-RD	CG10043-RD	chr2L	+	20350444	20365254
15439	pr-set7-RB	CG3307-RB	chr3R	+	10141765	10145597
15448	jet-RA	CG8873-RA	chr2L	-	4948202	4949754
15459	CG7265-RA	CG7265-RA	chr3R	-	10718114	10719628
15471	Usp7-RB	CG1490-RB	chrX	-	11916861	11923003
15483	bs-RB	CG3411-RB	chr2R	+	20231227	20237280
15498	CG8441-RA	CG8441-RA	chr2R	-	12072619	12073518
15505	vkg-RA	CG16858-RA	chr2L	-	5012144	5027437
15511	CG8607-RA	CG8607-RA	chr3L	+	7313166	7314248
15512	CG6905-RB	CG6905-RB	chr3L	-	357851	361236
15514	ND75-RA	CG2286-RA	chrX	-	8142715	8145716
15522	Socs16D-RA	CG8146-RA	chrX	-	17716230	17721524
15527	CG17931-RA	CG17931-RA	chr3R	-	12183866	12185000
15541	CG3532-RB	CG3532-RB	chr3R	+	7836495	7840784
15561	Pbp95-RA	CG2702-RA	chr3R	+	3839536	3842332
15563	ATP7-RB	CG1886-RB	chrX	+	11749066	11757861
15574	CG16717-RA	CG16717-RA	chr3L	+	9672301	9674160
15575	CG1544-RA	CG1544-RA	chr3R	+	27022640	27029450
15584	MBD-like-RA	CG8208-RA	chr3R	+	5385497	5387255
15589	obst-B-RA	CG4778-RA	chr2L	+	10032698	10038954
15604	Art1-RA	CG6554-RA	chr3R	-	6612203	6613944
15614	lark-RA	CG8597-RA	chr3L	+	7332566	7334996
15622	CG1208-RB	CG1208-RB	chr3R	+	1657365	1664504
15629	spict-RA	CG12292-RA	chr2L	+	12704726	12706683
15634	Caf1-RA	CG4236-RA	chr3R	+	11051300	11053286
15651	Rcd5-RA	CG1135-RA	chr3L	+	4040538	4042597
15652	hrg-RC	CG9854-RC	chr2R	-	15552765	15557297
15658	CLIP-190-RA	CG5020-RA	chr2L	+	17384865	17389341
15663	CG7950-RA	CG7950-RA	chr3R	+	25882585	25883853
15667	Phm-RA	CG3832-RA	chr2R	-	19872750	19875973
15683	snRNP-U1-RA	CG5454-RA	chr3R	-	14808678	14809367
15686	Ppox-RA	CG5796-RA	chr3R	-	20485772	20487554
15696	CG4968-RA	CG4968-RA	chr2L	+	10306911	10308050
15697	CG9007-RA	CG9007-RA	chr3L	+	13995230	14013251
15698	CG12582-RA	CG12582-RA	chr3R	+	23013	30295
15700	Tango6-RA	CG18398-RA	chr2L	+	18969032	18972004
15722	5PtaseI-RF	CG42283-RF	chr3R	-	20866149	20870867
15749	CG17124-RA	CG17124-RA	chr2L	-	10745115	10756316
15757	CG14286-RA	CG14286-RA	chr3R	+	14849826	14850575
15760	sty-RB	CG1921-RB	chr3L	-	3402799	3417959
15762	Dat-RA	CG3318-RA	chr2R	+	20027109	20045285
15779	CG6005-RA	CG6005-RA	chr3R	-	14848323	14849770
15788	jog-RA	CG11940-RA	chrX	-	19742503	19746055
15796	chif-RB	CG5813-RB	chr2L	-	16343592	16352621
15798	CG31352-RA	CG31352-RA	chr3R	-	5520444	5531139
15802	CG7787-RA	CG7787-RA	chr2L	+	8320334	8321285
15823	mRpS31-RA	CG5904-RA	chr3L	+	15998298	15999701
15856	CG1998-RB	CG1998-RB	chrX	-	13303402	13305645
15859	Eap-RA	CG3594-RA	chr2R	+	20668469	20669307
15870	lin-52-RA	CG15929-RA	chrX	-	5648235	5649012
15896	CG12004-RA	CG12004-RA	chr3L	+	1569187	1574736
15914	CG34325-RA	CG34325-RA	chrX	-	16608480	16615440
15920	Mctp-RB	CG15078-RB	chr2R	+	14658990	14662174
15929	CG12054-RA	CG12054-RA	chr3R	+	27046426	27054213
15930	CG3995-RA	CG3995-RA	chr3R	-	12867617	12868854
15937	NC2beta-RA	CG4185-RA	chr2L	+	15007822	15008538
15942	CG3168-RA	CG3168-RA	chrX	-	6614508	6624564
15953	CG1789-RA	CG1789-RA	chrX	+	8614569	8615534
15964	CG12128-RA	CG12128-RA	chr2R	+	5914359	5916003
15976	CG14657-RB	CG14657-RB	chr3R	-	644020	647139
15981	CG12765-RA	CG12765-RA	chr2R	+	9118126	9119170
15997	Klp10A-RA	CG1453-RA	chrX	-	11024269	11031001
15998	CG9577-RA	CG9577-RA	chrX	+	20060762	20062113
16019	Aats-trp-RB	CG9735-RB	chr3R	-	5090723	5092557
16041	FucTB-RA	CG4435-RA	chr2L	-	9428771	9431045
16052	sec8-RA	CG2095-RA	chr3R	-	1580654	1584684
16079	RagC-RA	CG8707-RA	chr2R	-	4049184	4050992
16082	rictor-RA	CG8002-RA	chrX	-	19146144	19155313
16117	InR-RB	CG18402-RB	chr3R	-	17398221	17445042
16158	Nnp-1-RA	CG12396-RA	chr2L	-	13363300	13366185
16165	CG5805-RA	CG5805-RA	chr3R	-	20610458	20613148
16176	Neb-cGP-RA	CG15304-RA	chrX	+	10354807	10355335
16180	CG1146-RC	CG1146-RC	chr3L	+	2488805	2492613
16193	CG3511-RA	CG3511-RA	chr2R	+	20459171	20462027
16202	lolal-RA	CG5738-RA	chr2R	-	14042350	14045542
16203	blw-RA	CG3612-RA	chr2R	+	18686590	18689691
16227	CG1785-RA	CG1785-RA	chrX	+	8608973	8611098
16239	CG1623-RD	CG1623-RD	chr2R	-	5721068	5724147
16246	CG7408-RD	CG7408-RD	chr3L	+	17872201	17876753
16262	CG7655-RA	CG7655-RA	chr3R	+	13508405	13509476
16266	CG30152-RA	CG30152-RA	chr2R	+	16558683	16560059
16276	CG3781-RA	CG3781-RA	chrX	+	6155171	6156153
16328	CG3702-RA	CG3702-RA	chr2L	-	4224650	4226972
16333	CG7197-RA	CG7197-RA	chr3L	-	8291595	8292935
16352	CG31288-RA	CG31288-RA	chr3R	-	21123682	21125287
16354	Nlp-RA	CG7917-RA	chr3R	+	25830646	25836074
16357	Cyp4e2-RA	CG2060-RA	chr2R	+	4332223	4334676
16365	CG31357-RA	CG31357-RA	chr3R	-	20654001	20655695
16394	CG14375-RA	CG14375-RA	chr3R	-	9214779	9220917
16402	CG13923-RB	CG13923-RB	chr3L	+	1803096	1806819
16405	CG12448-RC	CG12448-RC	chr2L	+	15941441	15942854
16407	Arf51F-RC	CG8156-RC	chr2R	+	11210040	11212399
16414	kat80-RA	CG13956-RA	chrX	-	16161038	16169950
16416	tai-RA	CG13109-RA	chr2L	+	9166780	9246386
16423	CG18558-RB	CG18558-RB	chr2L	-	2842589	2844513
16446	CG1572-RA	CG1572-RA	chrX	-	11449318	11452668
16465	CG4705-RC	CG4705-RC	chr2L	+	11091430	11095001
16469	CG7200-RA	CG7200-RA	chr2L	-	18157110	18158640
16470	Galpha49B-RC	CG17759-RC	chr2R	+	8500281	8507806
16472	gfzf-RB	CG33546-RB	chr3R	-	2971596	2976655
16482	dsx-RC	CG11094-RC	chr3R	-	3760200	3788526
16483	CG5602-RA	CG5602-RA	chr2R	+	19778040	19780700
16490	CG4447-RA	CG4447-RA	chr3L	+	9357473	9358340
16497	m2-RA	CG6104-RA	chr3R	-	21842231	21843189
16501	l(2)35Df-RA	CG4152-RA	chr2L	+	15752275	15755905
16508	CG32810-RB	CG32810-RB	chrX	+	1407120	1411653
16511	CG30043-RA	CG30043-RA	chr2R	+	8246942	8250670
16515	Pmm45A-RA	CG8073-RA	chr2R	-	4994647	4997228
