gID	name	genename	chr	strand	start	stop
8016	Cap-G-RG	CG34438-RG	chr2R	+	9020691	9030325
8024	CG1371-RA	CG1371-RA	chr2R	-	5958476	5963130
8037	Nufip-RA	CG4076-RA	chr3L	-	18739704	18741440
8074	CG42506-RA	CG42506-RA	chrX	+	18824368	18920905
8116	Nak-RC	CG10637-RC	chr2L	-	18961111	18968737
8133	CG15766-RA	CG15766-RA	chrX	-	5708897	5709867
8143	scra-RB	CG2092-RB	chr2R	+	3477756	3482759
8158	ics-RA	CG9031-RA	chr2L	-	13639519	13641241
8197	GlcT-1-RA	CG6437-RA	chr2R	+	17963525	17965177
8264	CG5224-RA	CG5224-RA	chr2R	+	14391115	14392349
8313	mRNA-capping-enzyme-RA	CG1810-RA	chrX	-	14134299	14136848
8320	CG13893-RA	CG13893-RA	chr3L	-	599091	604001
8340	nuf-RE	CG33991-RE	chr3L	+	14212845	14214542
8380	CG5823-RA	CG5823-RA	chr3R	-	13358041	13360289
8385	Rad17-RA	CG7825-RA	chr3R	-	10486898	10488914
8392	AnnX-RA	CG9579-RA	chrX	-	20065478	20067547
8393	CG8116-RC	CG8116-RC	chr3R	+	4541992	4546061
8419	Hsp60-RA	CG12101-RA	chrX	+	11002522	11006341
8444	CG12541-RD	CG12541-RD	chrX	-	6916418	6960101
8488	CG12290-RA	CG12290-RA	chr3R	+	22055979	22059070
8516	Npc2a-RA	CG7291-RA	chr2L	+	1988292	1988949
8519	crp-RA	CG7664-RA	chr2L	-	16264061	16287728
8543	Aats-thr-RB	CG5353-RB	chr2L	+	12103763	12106894
8561	Bub3-RA	CG7581-RA	chr3R	-	25499855	25501118
8584	Cralbp-RA	CG10546-RA	chr3L	-	5776581	5779760
8614	Ubp64E-RA	CG5486-RA	chr3L	+	5746090	5747282
8620	CG12424-RC	CG12424-RC	chr2R	+	10850799	10868089
8696	Pep-RC	CG6143-RC	chr3L	-	17631217	17638131
8735	tutl-RF	CG15427-RF	chr2L	+	4283151	4321233
8754	pgant3-RA	CG4445-RA	chr2R	-	2945156	2949215
8768	Prosalpha5-RB	CG10938-RB	chr2R	+	13300274	13301274
8770	Hip1-RA	CG10971-RA	chr3L	-	12761532	12766624
8775	insc-RA	CG11312-RA	chr2R	-	16719919	16723530
8787	CycA-RA	CG5940-RA	chr3L	-	11820297	11826617
8797	CG16742-RA	CG16742-RA	chr2R	+	16511077	16515820
8830	NLaz-RA	CG33126-RA	chr2L	-	1359983	1361728
8844	Qm-RD	CG17521-RD	chr3L	-	23086736	23088563
8856	Gadd45-RA	CG11086-RA	chr2R	+	3136670	3138160
8890	Ku80-RA	CG18801-RA	chr2L	-	15768512	15771160
8903	CG10126-RA	CG10126-RA	chr3R	-	8681260	8683350
8935	CG4829-RC	CG4829-RC	chrX	+	16710917	16720529
8996	nmo-RC	CG7892-RC	chr3L	+	7972149	8043433
9062	endoA-RB	CG14296-RB	chr3R	+	14732347	14736070
9069	ppa-RA	CG9952-RA	chr2R	-	18573030	18576478
9079	dpp-RA	CG9885-RA	chr2L	+	2428372	2451241
9080	CG13377-RA	CG13377-RA	chrX	-	152366	158028
9108	esg-RA	CG3758-RA	chr2L	+	15333868	15336150
9138	CG8317-RA	CG8317-RA	chr2R	-	12462083	12464087
9178	Mdh-RA	CG5889-RA	chr3R	+	22977389	22983325
9180	CG9330-RA	CG9330-RA	chr3L	+	19579391	19582217
9199	by-RC	CG9379-RC	chr3R	-	5354203	5358729
9200	CG3760-RA	CG3760-RA	chr2R	+	20825903	20827206
9236	trx-RC	CG8651-RC	chr3R	-	10089080	10112604
9241	CG11318-RA	CG11318-RA	chr3R	-	26932088	26934910
9255	mud-RA	CG12047-RA	chrX	+	14141747	14152633
9271	CG33111-RC	CG33111-RC	chr3R	-	19627422	19644950
9293	CG7378-RA	CG7378-RA	chrX	+	18794444	18803330
9324	CG42240-RA	CG42240-RA	chrX	+	6224879	6226783
9352	CG17323-RA	CG17323-RA	chr2L	+	18823579	18826553
9370	CG32082-RA	CG32082-RA	chr3L	+	11129138	11156141
9440	rogdi-RA	CG7725-RA	chr3L	+	17044433	17048556
9451	CG18600-RA	CG18600-RA	chr3R	-	14125918	14127446
9481	Cpr23B-RA	CG2973-RA	chr2L	+	2838414	2839547
9516	CG12560-RB	CG12560-RB	chr2L	-	8008321	8009496
9544	fng-RA	CG10580-RA	chr3L	-	20918983	20942609
9553	CG10083-RA	CG10083-RA	chr3L	-	13476633	13479373
9586	CG2051-RA	CG2051-RA	chr3R	-	1613059	1614769
9596	sm-RA	CG9218-RA	chr2R	-	15417414	15519006
9637	dpr6-RA	CG14162-RA	chr3L	+	9967753	10034408
9647	Cg25C-RB	CG4145-RB	chr2L	+	5029612	5037114
9650	Sara-RB	CG15667-RB	chr2R	+	17369434	17374618
9652	fas-RA	CG17716-RA	chr2R	+	9510553	9636882
9665	l(2)k01209-RD	CG4798-RD	chr2R	+	13307913	13313192
9702	CG6776-RA	CG6776-RA	chr3L	+	8511988	8513410
9717	HmgD-RB	CG17950-RB	chr2R	+	17600873	17604230
9720	Vha13-RA	CG6213-RA	chr3R	-	15468975	15470071
9721	CG31688-RB	CG31688-RB	chr2L	+	20429115	20443945
9853	Roc2-RA	CG8998-RA	chr2R	-	7540261	7566832
9870	CG42353-RB	CG42353-RB	chrX	-	15987103	15998973
9877	HLHmbeta-RA	CG14548-RA	chr3R	-	21830648	21831745
9891	Spn6-RA	CG10913-RA	chr2R	+	14013855	14015715
9930	CG8594-RA	CG8594-RA	chr2R	+	8459575	8462813
9935	Men-RA	CG10120-RA	chr3R	-	8538819	8546504
9954	CG33275-RB	CG33275-RB	chr3L	+	7598140	7632681
10028	cpo-RI	CG31243-RI	chr3R	+	13769836	13841501
10089	CG31324-RA	CG31324-RA	chr3R	+	21932598	21955912
10129	CG10984-RC	CG10984-RC	chr3L	+	12743221	12746502
10155	RpS24-RA	CG3751-RA	chr2R	-	18528026	18528919
10208	CG9175-RB	CG9175-RB	chr2L	-	6096695	6098935
10226	His4r-RA	CG3379-RA	chr3R	+	10451510	10452336
10239	Gclc-RA	CG2259-RA	chrX	-	7996613	8010133
10291	CG3967-RB	CG3967-RB	chr3L	-	9407938	9419777
10298	CG16941-RA	CG16941-RA	chr3R	-	12825101	12828077
10323	TfIIA-S-RA	CG5163-RA	chr3R	-	19716110	19716735
10349	NetB-RD	CG10521-RD	chrX	-	14612944	14643403
10351	CG3321-RA	CG3321-RA	chr3R	+	10152808	10153473
10354	CG4042-RA	CG4042-RA	chr3L	-	20763243	20764181
10355	CG15484-RA	CG15484-RA	chr2L	-	12706909	12707623
10362	kdn-RA	CG3861-RA	chrX	+	6246319	6255226
10373	CG4692-RB	CG4692-RB	chr2R	-	20486611	20487310
10388	Xrp1-RB	CG17836-RB	chr3R	+	14740663	14744010
10397	RpL29-RC	CG10071-RC	chr2R	+	17181274	17181909
10412	Npc2b-RA	CG3153-RA	chr3R	+	9916496	9918149
10466	WDR79-RA	CG9226-RA	chr2L	-	6125889	6127649
10511	stj-RB	CG12295-RB	chr2R	+	9692965	9707080
10517	CG3271-RB	CG3271-RB	chr2R	+	2561118	2562566
10544	CG3570-RA	CG3570-RA	chr2R	+	20491147	20492194
10550	Yippee-RB	CG1989-RB	chrX	-	13279947	13281405
10585	CG30046-RB	CG30046-RB	chr2R	+	8201624	8204736
10636	CG2807-RA	CG2807-RA	chr2L	+	568347	572650
10652	CG8833-RA	CG8833-RA	chr3L	-	13918985	13922032
10658	Cad86C-RC	CG42601-RC	chr3R	+	6652801	6674235
10659	Rac2-RA	CG8556-RA	chr3L	-	7426992	7428286
10671	CG42637-RB	CG42637-RB	chr3L	-	19712627	19786659
10695	CG31650-RC	CG31650-RC	chr2L	-	5040648	5043157
10698	CG13551-RA	CG13551-RA	chr2R	-	19265383	19270912
10751	RpS15Aa-RF	CG2033-RF	chrX	-	13229806	13231665
10780	pcs-RB	CG7761-RB	chr2R	+	10868774	10878841
10846	CG10326-RA	CG10326-RA	chr3R	+	12469473	12470887
10856	CG32276-RA	CG32276-RA	chr3L	-	3197860	3199020
10857	Lk6-RA	CG17342-RA	chr3R	-	7578506	7590156
10876	CG12006-RB	CG12006-RB	chr3L	+	3811265	3813958
10881	CG10184-RA	CG10184-RA	chr3R	-	19428224	19431209
10907	nudC-RA	CG9710-RA	chr3L	+	16801541	16812642
10938	Atg2-RA	CG1241-RA	chr3L	+	2774342	2780688
10968	Psc-RA	CG3886-RA	chr2R	-	8853815	8868494
10978	Ef2b-RA	CG2238-RA	chr2L	-	21678097	21682112
11001	CG5840-RB	CG5840-RB	chr3R	+	13361430	13362858
11022	scb-RB	CG8095-RB	chr2R	+	11136289	11140160
11024	scb-RA	CG8095-RA	chr2R	+	11140160	11146003
11067	CG2003-RA	CG2003-RA	chr3R	+	27803849	27812673
11090	shg-RA	CG3722-RA	chr2R	-	16938107	16944698
11098	CG32091-RB	CG32091-RB	chr3L	+	11624550	11636004
11101	MED7-RA	CG31390-RA	chr3R	-	6585793	6586686
11103	ORMDL-RA	CG14577-RA	chr3L	+	21628445	21629351
11106	eater-RB	CG6124-RB	chr3R	-	22921589	22925430
11120	CG6522-RA	CG6522-RA	chr2R	-	13353379	13356681
11137	vari-RC	CG9326-RC	chr2L	-	20788659	20794141
11141	CG5321-RB	CG5321-RB	chrX	+	14573589	14574964
11151	PHGPx-RA	CG12013-RA	chr3L	+	3326302	3328626
11157	CG7650-RA	CG7650-RA	chr3L	-	15602554	15603450
11185	RpL9-RB	CG6141-RB	chr2L	-	11002833	11004152
11214	CG10641-RA	CG10641-RA	chr2L	-	18977748	18987276
11232	CG5815-RA	CG5815-RA	chr3R	+	22938296	22940862
11250	hdc-RA	CG15532-RA	chr3R	+	26103656	26187891
11278	CG1298-RA	CG1298-RA	chr2R	+	1559278	1560302
11287	amon-RA	CG6438-RA	chr3R	-	22523418	22539850
11295	CG14709-RB	CG14709-RB	chr3R	+	7394952	7401659
11304	nkd-RA	CG11614-RA	chr3L	-	18996832	19038546
11322	CG31223-RA	CG31223-RA	chr3R	+	16656892	16658186
11348	Gal-RA	CG9092-RA	chr2L	-	6003574	6006826
11372	zetaCOP-RA	CG3948-RA	chr3L	-	16664764	16666632
11382	tud-RA	CG9450-RA	chr2R	+	17070827	17079903
11422	CG11583-RA	CG11583-RA	chr3L	-	4281504	4282786
11424	CG15706-RA	CG15706-RA	chr2R	-	12110719	12118180
11447	CG6961-RA	CG6961-RA	chrX	-	18680175	18682200
11478	hoip-RA	CG3949-RA	chr2L	+	9699840	9700459
11491	Tsp42Ee-RA	CG10106-RA	chr2R	+	2899764	2905869
11516	Pde8-RA	CG5411-RA	chr2R	+	19545094	19547028
11533	mol-RE	CG4482-RE	chr2L	-	14975747	14997556
11573	CG6891-RA	CG6891-RA	chrX	+	18669267	18675378
11583	Scp2-RA	CG14904-RA	chr3R	-	12400259	12409382
11596	CG3308-RA	CG3308-RA	chr3R	-	17096800	17099537
11623	CG6084-RA	CG6084-RA	chr3L	-	11613635	11616812
11697	Klp31E-RA	CG5300-RA	chr2L	+	10414019	10418991
11813	CG11839-RA	CG11839-RA	chr3R	+	20895628	20896603
11816	Rpt4-RA	CG3455-RA	chrX	-	6183501	6185255
11824	chrw-RA	CG3870-RA	chr2R	-	19407362	19410994
11890	CG31635-RB	CG31635-RB	chr2L	-	6634549	6649110
11896	CG4004-RA	CG4004-RA	chrX	+	12638499	12639362
11900	CG8273-RA	CG8273-RA	chr3R	+	5403765	5406947
11901	CalpA-RA	CG7563-RA	chr2R	+	15312624	15316555
11961	lea-RA	CG5481-RA	chr2L	-	1380086	1420449
11972	Syx4-RA	CG2715-RA	chrX	-	2633120	2638102
11998	CG8765-RA	CG8765-RA	chr3L	-	19677038	19680450
12021	brm-RD	CG5942-RD	chr3L	-	15963184	15975969
12033	CG2264-RF	CG2264-RF	chr2R	+	5940048	5944339
12039	alphaCop-RB	CG7961-RB	chr3L	-	1641066	1645197
12041	CG13907-RA	CG13907-RA	chr3L	-	877281	881894
12077	Pde1c-RF	CG42325-RF	chr2L	-	11829403	11842226
12079	l(2)37Cd-RA	CG10563-RA	chr2L	+	19127262	19129326
12082	Top2-RA	CG10223-RA	chr2L	-	19447362	19453482
12148	Syn2-RC	CG4905-RC	chr2R	+	12439765	12445988
12164	CG17029-RA	CG17029-RA	chr3L	+	15970135	15971537
12181	Eaf-RE	CG11166-RE	chr2R	-	3285731	3295201
12194	sfl-RB	CG8339-RB	chr3L	+	6488759	6542333
12207	CG6610-RA	CG6610-RA	chr3L	+	6068638	6069358
12216	SP1173-RD	CG10121-RD	chr3L	-	6682425	6696619
12223	Chd1-RA	CG3733-RA	chr2L	-	2979697	2987713
12232	UBL3-RA	CG9038-RA	chrX	-	15743961	15747177
12234	CG11665-RA	CG11665-RA	chr2R	-	1529160	1540313
12253	rho-RA	CG1004-RA	chr3L	+	1463819	1468483
12264	Sec61alpha-RA	CG9539-RA	chr2L	-	6477178	6480456
12295	CG13826-RA	CG13826-RA	chr3R	-	19047886	19052430
12298	CG30007-RC	CG30007-RC	chr2R	+	5779481	5785849
12328	CG17508-RA	CG17508-RA	chr2R	+	1496152	1499094
12375	Hsp22-RB	CG4460-RB	chr3L	+	9367102	9368061
12421	CG13384-RE	CG13384-RE	chr2L	+	8384479	8388803
12427	orb-RA	CG10868-RA	chr3R	-	19090364	19106571
12438	Lmpt-RD	CG32171-RD	chr3L	+	16884328	16915587
12442	CG6180-RA	CG6180-RA	chr2L	+	12707699	12708684
12444	CG33129-RE	CG33129-RE	chr2L	-	10968162	10970225
12447	CG8326-RA	CG8326-RA	chrX	-	17522197	17523521
12464	Edem2-RA	CG5682-RA	chr2L	+	13192254	13197281
12491	CG30273-RA	CG30273-RA	chr2R	+	18554661	18555445
12524	pall-RA	CG3428-RA	chr3L	-	9479548	9480873
12529	ex-RA	CG4114-RA	chr2L	+	431227	448701
12534	sra-RA	CG6072-RA	chr3R	+	12012725	12023315
12535	Prosalpha7-RA	CG1519-RA	chr2R	-	5734141	5735301
12559	Cyp6a20-RB	CG10245-RB	chr2R	+	10769625	10771551
12563	CG18473-RA	CG18473-RA	chr3R	+	5189032	5190560
12569	defl-RA	CG18176-RA	chr3L	+	9716528	9719806
12587	CG5004-RA	CG5004-RA	chrX	+	17001620	17030021
12590	CG31678-RB	CG31678-RB	chr2L	-	20659128	20675962
12619	Jra-RA	CG2275-RA	chr2R	+	5984460	5986061
12649	CG11899-RA	CG11899-RA	chr3R	+	25026180	25027492
12675	Itp-r83A-RA	CG1063-RA	chr3R	+	1342840	1364584
12733	CG10550-RA	CG10550-RA	chr3R	-	21132129	21134109
12765	mirr-RB	CG10601-RB	chr3L	+	12686743	12702491
12792	CG4300-RB	CG4300-RB	chr3L	-	12264753	12270341
12801	Bap55-RA	CG6546-RA	chr2R	-	13316854	13318446
12831	eIF5-RF	CG9177-RF	chrX	-	15881194	15885987
12870	CG3074-RA	CG3074-RA	chr2R	-	18077326	18080657
12884	Sodh-2-RA	CG4649-RA	chr3R	+	6702106	6703988
12927	CG1316-RA	CG1316-RA	chr3L	+	4283872	4286865
12964	CG3227-RA	CG3227-RA	chr2L	-	2575276	2576987
12977	aralar1-RA	CG2139-RA	chr3R	-	26271361	26276118
12986	CG1845-RA	CG1845-RA	chr2R	-	3160037	3165581
13001	CG9733-RA	CG9733-RA	chr3R	-	26069698	26072425
13012	CG15168-RA	CG15168-RA	chr2L	+	18987724	18988331
13015	CG1347-RB	CG1347-RB	chr3R	+	1495403	1505652
13027	Syx5-RB	CG4214-RB	chr2L	+	16307374	16309273
13037	CG1600-RB	CG1600-RB	chr2R	-	3413623	3416790
13054	CG17224-RA	CG17224-RA	chr2L	-	3016591	3018302
13095	kermit-RB	CG11546-RB	chr2R	-	4034422	4044106
13135	RhoGAP68F-RA	CG6811-RA	chr3L	+	12131989	12136482
13148	Aph-4-RA	CG1462-RA	chr3R	+	26874655	26878268
13156	sda-RA	CG5518-RA	chr3R	+	22741488	22771035
13160	tkv-RA	CG14026-RA	chr2L	-	5237356	5271360
13200	Tsp97E-RA	CG6323-RA	chr3R	-	22787446	22790526
13226	Reck-RA	CG5392-RA	chr3L	-	14994340	15007156
13234	CG7834-RB	CG7834-RB	chr3R	-	25627448	25628649
13259	ns1-RA	CG3983-RA	chr3R	-	12896245	12898380
13296	CG6151-RA	CG6151-RA	chr3L	-	15803213	15809502
13298	CG13900-RA	CG13900-RA	chr3L	-	826710	833382
13303	CG5630-RB	CG5630-RB	chr3R	+	16740023	16754935
13312	aay-RA	CG3705-RA	chr3L	+	9416358	9417904
13344	CG15209-RA	CG15209-RA	chrX	+	10736242	10737028
13354	RpL35A-RA	CG2099-RA	chr3R	-	1291289	1292814
13370	CG10466-RA	CG10466-RA	chr2L	+	19792187	19792846
13410	spi-RA	CG10334-RA	chr2L	-	19572607	19577310
13415	Nc-RA	CG8091-RA	chr3L	+	9961605	9964102
13433	rk-RA	CG8930-RA	chr2L	-	13982726	14001248
13461	CG31673-RA	CG31673-RA	chr2L	+	20829611	20831085
13474	Pi3K68D-RA	CG11621-RA	chr3L	-	11767750	11783084
13529	FKBP59-RA	CG4535-RA	chr2L	+	9888102	9890120
13535	Socs44A-RA	CG2160-RA	chr2R	+	4015082	4016981
13542	Tsp66E-RB	CG4999-RB	chr3L	+	8905644	8925165
13579	CG8026-RB	CG8026-RB	chr2R	-	5074166	5079591
13582	Nrt-RB	CG9704-RB	chr3L	+	16759174	16770678
13606	TMS1-RA	CG4672-RA	chr3L	+	16405877	16408488
13628	Taf1-RC	CG17603-RC	chr3R	+	2472630	2481770
13637	Nedd4-RH	CG42279-RH	chr3L	+	17523208	17539476
13643	Hydr2-RA	CG3488-RA	chr2L	+	3163650	3168999
13650	scyl-RB	CG7590-RB	chr3L	+	11245410	11248621
13662	CG31323-RA	CG31323-RA	chr3R	+	21996571	22013029
13675	CG9743-RA	CG9743-RA	chr3R	-	26022087	26028715
13708	CG6241-RA	CG6241-RA	chr3R	-	5966401	5969873
13715	MED28-RA	CG5121-RA	chr3R	+	21302738	21303467
13728	CG40045-RA	CG40045-RA	chr3L	+	24021625	24028960
13751	casp-RA	CG8400-RA	chr2R	-	11912133	11915507
13753	CG33156-RC	CG33156-RC	chr2R	-	9435749	9439930
13758	Pu-RA	CG9441-RA	chr2R	+	17066628	17070121
13760	CG3287-RC	CG3287-RC	chr2R	+	2698527	2702327
13779	Sep1-RA	CG1403-RA	chrX	+	21229338	21232715
13820	mub-RD	CG7437-RD	chr3L	+	21872710	21916813
13848	bowl-RB	CG10021-RB	chr2L	+	3771707	3784129
13851	Dim1-RA	CG3058-RA	chr2L	+	4403269	4403955
13886	aop-RB	CG3166-RB	chr2L	-	2156484	2178749
13920	tth-RB	CG12175-RB	chrX	-	13507224	13510410
13923	CG32666-RA	CG32666-RA	chrX	+	11387203	11449079
13940	Vha68-1-RA	CG12403-RA	chr2L	-	13000765	13004098
13971	nvy-RA	CG3385-RA	chr2R	+	20163261	20178611
14020	CG4774-RA	CG4774-RA	chr3R	-	21510956	21512850
14132	CG5161-RA	CG5161-RA	chr3L	-	16124092	16124705
14146	Pvf2-RA	CG13780-RA	chr2L	-	7069578	7084633
14161	CG13994-RA	CG13994-RA	chr2L	+	6063013	6063676
14162	CG30122-RD	CG30122-RD	chr2R	-	14519833	14526743
14172	growl-RA	CG14648-RA	chr3R	+	228802	232914
14181	CG3226-RA	CG3226-RA	chrX	-	6547139	6548257
14187	CG7506-RA	CG7506-RA	chr3L	-	7633893	7634744
14240	CG8009-RA	CG8009-RA	chr3L	+	10631253	10632731
14276	R-RA	CG1956-RA	chr3L	-	1859114	1862214
14294	slim-RB	CG5186-RB	chr2R	+	14328501	14333037
14322	CG31370-RB	CG31370-RB	chr3R	+	21128158	21129708
14332	Hr38-RB	CG1864-RB	chr2L	-	20683462	20714604
14356	CrebA-RA	CG7450-RA	chr3L	+	15528518	15545005
14365	CG12744-RB	CG12744-RB	chr2R	+	5762789	5763750
14367	CG1443-RA	CG1443-RA	chr3R	-	24818699	24846163
14370	Vha100-1-RA	CG1709-RA	chr3R	+	24956917	24963702
14371	TM9SF4-RA	CG7364-RA	chr2L	+	13771093	13774310
14378	Ctr1A-RA	CG3977-RA	chrX	+	6555751	6562300
14411	Lag1-RB	CG3576-RB	chrX	-	6151691	6161227
14413	PQBP-1-RB	CG31369-RB	chr3R	-	4204893	4303336
14435	CG14299-RC	CG14299-RC	chr3R	-	14576294	14584596
14440	CG10147-RA	CG10147-RA	chr3L	-	6479697	6481547
14496	Hsc70-4-RA	CG4264-RA	chr3R	+	11068413	11072336
14518	CG11825-RA	CG11825-RA	chr2R	-	6308007	6308572
14524	His3.3A-RB	CG5825-RB	chr2L	+	5055185	5056000
14578	CG1902-RA	CG1902-RA	chr2R	+	5481587	5493129
14588	CG16985-RA	CG16985-RA	chr3L	+	2599305	2600255
14611	ptr-RB	CG2841-RB	chrX	-	2239166	2248298
14627	Hsf-RB	CG5748-RB	chr2R	-	14017808	14022136
14629	CG9674-RD	CG9674-RD	chr3L	-	16780915	16800828
14636	t-RA	CG12120-RA	chrX	-	9111688	9117307
14673	Det-RA	CG12265-RA	chr3R	+	12975398	12976198
14696	CG33054-RA	CG33054-RA	chr3L	-	21193783	21195978
14719	CG11807-RA	CG11807-RA	chr2R	+	11089081	11091971
14741	rdo-RA	CG15151-RA	chr2L	+	18012381	18070249
14746	CG6412-RA	CG6412-RA	chr2L	-	17499264	17501047
14783	mei-P26-RA	CG12218-RA	chrX	+	9057290	9065710
14828	CG7110-RB	CG7110-RB	chr2L	+	13398992	13411152
14874	CG10376-RA	CG10376-RA	chr2L	-	18700605	18703101
14902	KdelR-RC	CG5183-RC	chr2L	+	10426906	10428159
14903	otk-RA	CG8967-RA	chr2R	-	7888983	7907350
14906	CG31145-RC	CG31145-RC	chr3R	-	19432458	19495377
14929	CG10413-RA	CG10413-RA	chr2L	-	18599749	18604961
14937	Adar-RC	CG12598-RC	chrX	+	1667775	1678034
14988	NijA-RA	CG6449-RA	chr3L	-	10687457	10689973
15004	dally-RA	CG4974-RA	chr3L	+	8820607	8883269
15010	CG4860-RA	CG4860-RA	chr3R	-	8045603	8047185
15042	CG12608-RA	CG12608-RA	chrX	-	15236890	15238655
15070	Srp19-RA	CG4457-RA	chr3L	-	7340410	7341119
15079	Fit2-RA	CG7729-RA	chr3L	+	17017459	17020219
15100	vimar-RB	CG3572-RB	chr2R	-	2862787	2873201
15108	CG32412-RA	CG32412-RA	chr3L	-	5893935	5895550
15112	CG2059-RA	CG2059-RA	chrX	+	7180866	7182082
15115	StIP-RA	CG11887-RA	chr2R	+	6533269	6536144
15137	nimB1-RA	CG33119-RA	chr2L	+	13963508	13965088
15154	sns-RA	CG33141-RA	chr2R	+	4685996	4743142
15163	CG14907-RA	CG14907-RA	chr3R	-	12476939	12478011
15180	CG2224-RA	CG2224-RA	chr3R	-	26282676	26284961
15184	bbg-RH	CG42230-RH	chr3L	-	14406084	14420490
15243	Ric-RB	CG8418-RB	chr2R	-	11995182	11997455
15245	Vha68-2-RA	CG3762-RA	chr2L	+	12974369	12978615
15256	Aats-leu-RA	CG7479-RA	chr3L	+	4825856	4829039
15285	CG30359-RB	CG30359-RB	chr2R	+	4350279	4352597
15289	CG17273-RA	CG17273-RA	chr3R	-	16650378	16656267
15315	CG10581-RA	CG10581-RA	chr3L	-	21026654	21027322
15322	OstStt3-RA	CG7748-RA	chr3R	-	20892434	20895351
15348	CG7705-RB	CG7705-RB	chr3R	-	14500376	14503236
15354	dpr8-RA	CG32600-RA	chrX	+	14216244	14356404
15385	ab-RD	CG4807-RD	chr2L	+	11210681	11260808
15387	odd-RA	CG3851-RA	chr2L	-	3604222	3606748
15411	CG11876-RD	CG11876-RD	chr3R	+	24938832	24941918
15424	Rpn6-RB	CG10149-RB	chr2R	-	10637656	10639768
15435	pum-RA	CG9755-RA	chr3R	-	5062705	5063417
15446	CG13085-RA	CG13085-RA	chr2L	+	19426298	19430270
15492	chinmo-RD	CG31666-RD	chr2L	+	1651260	1667811
15493	CG7227-RA	CG7227-RA	chr2L	-	7994837	7998144
15499	app-RJ	CG42318-RJ	chr3L	-	12204731	12259894
15507	trn-RA	CG11280-RA	chr3L	+	13107373	13111188
15542	Rme-8-RA	CG8014-RA	chr2R	-	5055261	5064760
15546	CG8270-RA	CG8270-RA	chr3L	+	6481808	6484053
15564	Ance-RA	CG8827-RA	chr2L	+	13905652	13909172
15576	egr-RA	CG12919-RA	chr2R	+	5965871	5971690
15615	CG11127-RA	CG11127-RA	chr2R	+	3351019	3352492
15632	FK506-bp2-RA	CG11001-RA	chr2R	+	15177619	15178467
15639	CG13185-RB	CG13185-RB	chr2R	-	7755381	7773085
15642	ptc-RA	CG2411-RA	chr2R	+	4537155	4552728
15649	Nurf-38-RA	CG4634-RA	chr2R	-	20446490	20448557
15657	CLIP-190-RB	CG5020-RB	chr2L	+	17384725	17389341
15676	CG7192-RA	CG7192-RA	chrX	-	17991867	17995356
15678	CG6357-RA	CG6357-RA	chr2R	+	9727562	9729248
15681	pad-RB	CG10309-RB	chr3R	+	12168018	12171551
15688	CG6197-RA	CG6197-RA	chr2R	+	9481156	9484068
15692	CG9123-RA	CG9123-RA	chrX	-	15234364	15236140
15712	CG3618-RA	CG3618-RA	chr3L	-	20806453	20809126
15718	rok-RA	CG9774-RA	chrX	-	16519142	16531410
15728	CG32795-RA	CG32795-RA	chrX	-	2676939	2683833
15746	Zfrp8-RA	CG3260-RA	chr2R	+	20021513	20022928
15752	CG5384-RA	CG5384-RA	chr2L	-	10312316	10314366
15777	CG34293-RA	CG34293-RA	chr3R	-	22990791	22991303
15789	C1GalTA-RC	CG9520-RC	chr2L	-	8943454	8951205
15804	CG1750-RA	CG1750-RA	chr3R	-	27079373	27080610
15847	CG13795-RB	CG13795-RB	chr2L	-	7723310	7726299
15857	RpS27-RA	CG10423-RA	chr3R	-	21071674	21073190
15866	pkaap-RA	CG4132-RA	chr2L	+	16288326	16291197
15875	CG30035-RA	CG30035-RA	chr2R	+	7553279	7562287
15913	CG8108-RA	CG8108-RA	chr3L	+	9857758	9863784
15975	RecQ5-RC	CG4879-RC	chr3L	-	14621260	14625177
15986	Ets21C-RA	CG2914-RA	chr2L	-	547414	552476
16036	CG5669-RA	CG5669-RA	chr3R	-	20049167	20052650
16038	CG32032-RA	CG32032-RA	chr3L	+	9086155	9087956
16065	CG1236-RA	CG1236-RA	chr3R	+	1562510	1563996
16081	Bka-RA	CG4539-RA	chr2L	+	9895320	9896104
16083	CG11967-RA	CG11967-RA	chr3R	+	4806584	4808553
16094	CG10444-RA	CG10444-RA	chr2R	-	16159156	16162001
16123	dbr-RB	CG11371-RB	chr2L	+	67044	71390
16126	puc-RA	CG7850-RA	chr3R	+	3931084	3948023
16128	Syn1-RB	CG7152-RB	chr3L	-	21738459	21763634
16136	CG31246-RA	CG31246-RA	chr3R	+	13637273	13663922
16137	mRpL45-RA	CG6949-RA	chr3R	+	18444219	18445969
16146	PPP4R2r-RA	CG2890-RA	chrX	+	10372877	10375977
16183	CG7338-RA	CG7338-RA	chr3L	+	21328342	21331332
16214	pgant5-RA	CG31651-RA	chr2L	-	5072156	5093536
16229	CHOp24-RA	CG3564-RA	chrX	+	4434952	4436471
16264	CG4612-RA	CG4612-RA	chr2R	-	20411207	20413608
16267	fu2-RA	CG9233-RA	chr2L	+	8464511	8466529
16291	JIL-1-RB	CG6297-RB	chr3L	-	11071854	11086260
16292	CG18812-RA	CG18812-RA	chr2R	-	3605833	3610157
16297	CR33963-RA	CR33963-RA	chrX	+	12553466	12554665
16298	Mlf-RE	CG8295-RE	chr2R	-	11823398	11827538
16344	gwl-RA	CG7719-RA	chr3R	+	14572094	14576090
